day,status,count,first_day,date
354 days,Partiell geimpft,4305,2020-02-27,2021-02-15
354 days,Vollständig geimpft,7064,2020-02-27,2021-02-15
354 days,Auffrischimpfung,2,2020-02-27,2021-02-15
354 days,durch Infektion geimpft,8540,2020-02-27,2021-02-15
355 days,kein Impfschutz,175676,2020-02-27,2021-02-16
355 days,Impfschutz abgelaufen,1061,2020-02-27,2021-02-16
355 days,Partiell geimpft,3312,2020-02-27,2021-02-16
355 days,Vollständig geimpft,8144,2020-02-27,2021-02-16
355 days,Auffrischimpfung,3,2020-02-27,2021-02-16
355 days,durch Infektion geimpft,8539,2020-02-27,2021-02-16
356 days,kein Impfschutz,175581,2020-02-27,2021-02-17
356 days,Impfschutz abgelaufen,1065,2020-02-27,2021-02-17
356 days,Partiell geimpft,3198,2020-02-27,2021-02-17
356 days,Vollständig geimpft,8332,2020-02-27,2021-02-17
356 days,Auffrischimpfung,3,2020-02-27,2021-02-17
356 days,durch Infektion geimpft,8556,2020-02-27,2021-02-17
357 days,kein Impfschutz,175545,2020-02-27,2021-02-18
357 days,Impfschutz abgelaufen,1076,2020-02-27,2021-02-18
357 days,Partiell geimpft,3062,2020-02-27,2021-02-18
357 days,Vollständig geimpft,8491,2020-02-27,2021-02-18
357 days,Auffrischimpfung,3,2020-02-27,2021-02-18
357 days,durch Infektion geimpft,8558,2020-02-27,2021-02-18
358 days,kein Impfschutz,175509,2020-02-27,2021-02-19
358 days,Impfschutz abgelaufen,1086,2020-02-27,2021-02-19
358 days,Partiell geimpft,3064,2020-02-27,2021-02-19
358 days,Vollständig geimpft,8514,2020-02-27,2021-02-19
358 days,Auffrischimpfung,3,2020-02-27,2021-02-19
358 days,durch Infektion geimpft,8559,2020-02-27,2021-02-19
359 days,kein Impfschutz,175492,2020-02-27,2021-02-20
359 days,Impfschutz abgelaufen,1088,2020-02-27,2021-02-20
359 days,Partiell geimpft,3065,2020-02-27,2021-02-20
359 days,Vollständig geimpft,8515,2020-02-27,2021-02-20
359 days,Auffrischimpfung,3,2020-02-27,2021-02-20
359 days,durch Infektion geimpft,8572,2020-02-27,2021-02-20
360 days,kein Impfschutz,175483,2020-02-27,2021-02-21
360 days,Impfschutz abgelaufen,1097,2020-02-27,2021-02-21
360 days,Partiell geimpft,3066,2020-02-27,2021-02-21
360 days,Vollständig geimpft,8515,2020-02-27,2021-02-21
360 days,Auffrischimpfung,3,2020-02-27,2021-02-21
360 days,durch Infektion geimpft,8571,2020-02-27,2021-02-21
361 days,kein Impfschutz,175453,2020-02-27,2021-02-22
361 days,Impfschutz abgelaufen,1103,2020-02-27,2021-02-22
361 days,Partiell geimpft,2861,2020-02-27,2021-02-22
361 days,Vollständig geimpft,8732,2020-02-27,2021-02-22
361 days,Auffrischimpfung,3,2020-02-27,2021-02-22
361 days,durch Infektion geimpft,8583,2020-02-27,2021-02-22
362 days,kein Impfschutz,175415,2020-02-27,2021-02-23
362 days,Impfschutz abgelaufen,1112,2020-02-27,2021-02-23
362 days,Partiell geimpft,2668,2020-02-27,2021-02-23
362 days,Vollständig geimpft,8943,2020-02-27,2021-02-23
362 days,Auffrischimpfung,3,2020-02-27,2021-02-23
362 days,durch Infektion geimpft,8594,2020-02-27,2021-02-23
363 days,kein Impfschutz,174339,2020-02-27,2021-02-24
363 days,Impfschutz abgelaufen,1118,2020-02-27,2021-02-24
363 days,Partiell geimpft,3295,2020-02-27,2021-02-24
363 days,Vollständig geimpft,9377,2020-02-27,2021-02-24
363 days,Auffrischimpfung,3,2020-02-27,2021-02-24
363 days,durch Infektion geimpft,8603,2020-02-27,2021-02-24
364 days,kein Impfschutz,174284,2020-02-27,2021-02-25
364 days,Impfschutz abgelaufen,1126,2020-02-27,2021-02-25
364 days,Partiell geimpft,3082,2020-02-27,2021-02-25
364 days,Vollständig geimpft,9614,2020-02-27,2021-02-25
364 days,Auffrischimpfung,3,2020-02-27,2021-02-25
364 days,durch Infektion geimpft,8626,2020-02-27,2021-02-25
365 days,kein Impfschutz,174253,2020-02-27,2021-02-26
365 days,Impfschutz abgelaufen,1130,2020-02-27,2021-02-26
365 days,Partiell geimpft,3077,2020-02-27,2021-02-26
365 days,Vollständig geimpft,9629,2020-02-27,2021-02-26
365 days,Auffrischimpfung,3,2020-02-27,2021-02-26
365 days,durch Infektion geimpft,8643,2020-02-27,2021-02-26
366 days,kein Impfschutz,174239,2020-02-27,2021-02-27
366 days,Impfschutz abgelaufen,1130,2020-02-27,2021-02-27
366 days,Partiell geimpft,3078,2020-02-27,2021-02-27
366 days,Vollständig geimpft,9629,2020-02-27,2021-02-27
366 days,Auffrischimpfung,3,2020-02-27,2021-02-27
366 days,durch Infektion geimpft,8656,2020-02-27,2021-02-27
367 days,kein Impfschutz,174224,2020-02-27,2021-02-28
367 days,Impfschutz abgelaufen,1134,2020-02-27,2021-02-28
367 days,Partiell geimpft,3077,2020-02-27,2021-02-28
367 days,Vollständig geimpft,9630,2020-02-27,2021-02-28
367 days,Auffrischimpfung,3,2020-02-27,2021-02-28
367 days,durch Infektion geimpft,8667,2020-02-27,2021-02-28
368 days,kein Impfschutz,173217,2020-02-27,2021-03-01
368 days,Impfschutz abgelaufen,1140,2020-02-27,2021-03-01
368 days,Partiell geimpft,3853,2020-02-27,2021-03-01
368 days,Vollständig geimpft,9837,2020-02-27,2021-03-01
368 days,Auffrischimpfung,3,2020-02-27,2021-03-01
368 days,durch Infektion geimpft,8685,2020-02-27,2021-03-01
369 days,kein Impfschutz,173135,2020-02-27,2021-03-02
369 days,Impfschutz abgelaufen,1145,2020-02-27,2021-03-02
369 days,Partiell geimpft,3678,2020-02-27,2021-03-02
369 days,Vollständig geimpft,10073,2020-02-27,2021-03-02
369 days,Auffrischimpfung,3,2020-02-27,2021-03-02
369 days,durch Infektion geimpft,8701,2020-02-27,2021-03-02
370 days,kein Impfschutz,172888,2020-02-27,2021-03-03
370 days,Impfschutz abgelaufen,1152,2020-02-27,2021-03-03
370 days,Partiell geimpft,3384,2020-02-27,2021-03-03
370 days,Vollständig geimpft,10587,2020-02-27,2021-03-03
370 days,Auffrischimpfung,3,2020-02-27,2021-03-03
370 days,durch Infektion geimpft,8721,2020-02-27,2021-03-03
371 days,kein Impfschutz,172171,2020-02-27,2021-03-04
371 days,Impfschutz abgelaufen,1160,2020-02-27,2021-03-04
371 days,Partiell geimpft,4073,2020-02-27,2021-03-04
371 days,Vollständig geimpft,10591,2020-02-27,2021-03-04
371 days,Auffrischimpfung,3,2020-02-27,2021-03-04
371 days,durch Infektion geimpft,8737,2020-02-27,2021-03-04
372 days,kein Impfschutz,172136,2020-02-27,2021-03-05
372 days,Impfschutz abgelaufen,1162,2020-02-27,2021-03-05
372 days,Partiell geimpft,4074,2020-02-27,2021-03-05
372 days,Vollständig geimpft,10600,2020-02-27,2021-03-05
372 days,Auffrischimpfung,3,2020-02-27,2021-03-05
372 days,durch Infektion geimpft,8760,2020-02-27,2021-03-05
373 days,kein Impfschutz,172122,2020-02-27,2021-03-06
373 days,Impfschutz abgelaufen,1162,2020-02-27,2021-03-06
373 days,Partiell geimpft,4072,2020-02-27,2021-03-06
373 days,Vollständig geimpft,10601,2020-02-27,2021-03-06
373 days,Auffrischimpfung,3,2020-02-27,2021-03-06
373 days,durch Infektion geimpft,8775,2020-02-27,2021-03-06
374 days,kein Impfschutz,172117,2020-02-27,2021-03-07
374 days,Impfschutz abgelaufen,1166,2020-02-27,2021-03-07
374 days,Partiell geimpft,4072,2020-02-27,2021-03-07
374 days,Vollständig geimpft,10601,2020-02-27,2021-03-07
374 days,Auffrischimpfung,3,2020-02-27,2021-03-07
374 days,durch Infektion geimpft,8776,2020-02-27,2021-03-07
375 days,kein Impfschutz,171897,2020-02-27,2021-03-08
375 days,Impfschutz abgelaufen,1169,2020-02-27,2021-03-08
375 days,Partiell geimpft,3766,2020-02-27,2021-03-08
375 days,Vollständig geimpft,11107,2020-02-27,2021-03-08
375 days,Auffrischimpfung,3,2020-02-27,2021-03-08
375 days,durch Infektion geimpft,8793,2020-02-27,2021-03-08
376 days,kein Impfschutz,171861,2020-02-27,2021-03-09
376 days,Impfschutz abgelaufen,1170,2020-02-27,2021-03-09
376 days,Partiell geimpft,3299,2020-02-27,2021-03-09
376 days,Vollständig geimpft,11590,2020-02-27,2021-03-09
376 days,Auffrischimpfung,3,2020-02-27,2021-03-09
376 days,durch Infektion geimpft,8812,2020-02-27,2021-03-09
377 days,kein Impfschutz,171598,2020-02-27,2021-03-10
377 days,Impfschutz abgelaufen,1175,2020-02-27,2021-03-10
377 days,Partiell geimpft,3517,2020-02-27,2021-03-10
377 days,Vollständig geimpft,11596,2020-02-27,2021-03-10
377 days,Auffrischimpfung,3,2020-02-27,2021-03-10
377 days,durch Infektion geimpft,8846,2020-02-27,2021-03-10
378 days,kein Impfschutz,170906,2020-02-27,2021-03-11
378 days,Impfschutz abgelaufen,1178,2020-02-27,2021-03-11
378 days,Partiell geimpft,4126,2020-02-27,2021-03-11
378 days,Vollständig geimpft,11648,2020-02-27,2021-03-11
378 days,Auffrischimpfung,3,2020-02-27,2021-03-11
378 days,durch Infektion geimpft,8874,2020-02-27,2021-03-11
379 days,kein Impfschutz,170852,2020-02-27,2021-03-12
379 days,Impfschutz abgelaufen,1183,2020-02-27,2021-03-12
379 days,Partiell geimpft,4135,2020-02-27,2021-03-12
379 days,Vollständig geimpft,11667,2020-02-27,2021-03-12
379 days,Auffrischimpfung,3,2020-02-27,2021-03-12
379 days,durch Infektion geimpft,8895,2020-02-27,2021-03-12
380 days,kein Impfschutz,170826,2020-02-27,2021-03-13
380 days,Impfschutz abgelaufen,1187,2020-02-27,2021-03-13
380 days,Partiell geimpft,4133,2020-02-27,2021-03-13
380 days,Vollständig geimpft,11667,2020-02-27,2021-03-13
380 days,Auffrischimpfung,3,2020-02-27,2021-03-13
380 days,durch Infektion geimpft,8919,2020-02-27,2021-03-13
381 days,kein Impfschutz,170812,2020-02-27,2021-03-14
381 days,Impfschutz abgelaufen,1189,2020-02-27,2021-03-14
381 days,Partiell geimpft,4133,2020-02-27,2021-03-14
381 days,Vollständig geimpft,11666,2020-02-27,2021-03-14
381 days,Auffrischimpfung,3,2020-02-27,2021-03-14
381 days,durch Infektion geimpft,8932,2020-02-27,2021-03-14
382 days,kein Impfschutz,170769,2020-02-27,2021-03-15
382 days,Impfschutz abgelaufen,1199,2020-02-27,2021-03-15
382 days,Partiell geimpft,4089,2020-02-27,2021-03-15
382 days,Vollständig geimpft,11718,2020-02-27,2021-03-15
382 days,Auffrischimpfung,3,2020-02-27,2021-03-15
382 days,durch Infektion geimpft,8957,2020-02-27,2021-03-15
383 days,kein Impfschutz,170717,2020-02-27,2021-03-16
383 days,Impfschutz abgelaufen,1204,2020-02-27,2021-03-16
383 days,Partiell geimpft,4063,2020-02-27,2021-03-16
383 days,Vollständig geimpft,11763,2020-02-27,2021-03-16
383 days,Auffrischimpfung,3,2020-02-27,2021-03-16
383 days,durch Infektion geimpft,8985,2020-02-27,2021-03-16
384 days,kein Impfschutz,170662,2020-02-27,2021-03-17
384 days,Impfschutz abgelaufen,1205,2020-02-27,2021-03-17
384 days,Partiell geimpft,3970,2020-02-27,2021-03-17
384 days,Vollständig geimpft,11882,2020-02-27,2021-03-17
384 days,Auffrischimpfung,3,2020-02-27,2021-03-17
384 days,durch Infektion geimpft,9013,2020-02-27,2021-03-17
385 days,kein Impfschutz,170083,2020-02-27,2021-03-18
385 days,Impfschutz abgelaufen,1209,2020-02-27,2021-03-18
385 days,Partiell geimpft,4455,2020-02-27,2021-03-18
385 days,Vollständig geimpft,11940,2020-02-27,2021-03-18
385 days,Auffrischimpfung,3,2020-02-27,2021-03-18
385 days,durch Infektion geimpft,9045,2020-02-27,2021-03-18
386 days,kein Impfschutz,170036,2020-02-27,2021-03-19
386 days,Impfschutz abgelaufen,1212,2020-02-27,2021-03-19
386 days,Partiell geimpft,4448,2020-02-27,2021-03-19
386 days,Vollständig geimpft,11966,2020-02-27,2021-03-19
386 days,Auffrischimpfung,3,2020-02-27,2021-03-19
386 days,durch Infektion geimpft,9070,2020-02-27,2021-03-19
387 days,kein Impfschutz,170009,2020-02-27,2021-03-20
387 days,Impfschutz abgelaufen,1214,2020-02-27,2021-03-20
387 days,Partiell geimpft,4447,2020-02-27,2021-03-20
387 days,Vollständig geimpft,11965,2020-02-27,2021-03-20
387 days,Auffrischimpfung,3,2020-02-27,2021-03-20
387 days,durch Infektion geimpft,9097,2020-02-27,2021-03-20
388 days,kein Impfschutz,169993,2020-02-27,2021-03-21
388 days,Impfschutz abgelaufen,1216,2020-02-27,2021-03-21
388 days,Partiell geimpft,4447,2020-02-27,2021-03-21
388 days,Vollständig geimpft,11963,2020-02-27,2021-03-21
388 days,Auffrischimpfung,3,2020-02-27,2021-03-21
388 days,durch Infektion geimpft,9113,2020-02-27,2021-03-21
389 days,kein Impfschutz,169942,2020-02-27,2021-03-22
389 days,Impfschutz abgelaufen,1221,2020-02-27,2021-03-22
389 days,Partiell geimpft,4434,2020-02-27,2021-03-22
389 days,Vollständig geimpft,11994,2020-02-27,2021-03-22
389 days,Auffrischimpfung,3,2020-02-27,2021-03-22
389 days,durch Infektion geimpft,9141,2020-02-27,2021-03-22
390 days,kein Impfschutz,169816,2020-02-27,2021-03-23
390 days,Impfschutz abgelaufen,1222,2020-02-27,2021-03-23
390 days,Partiell geimpft,4514,2020-02-27,2021-03-23
390 days,Vollständig geimpft,12010,2020-02-27,2021-03-23
390 days,Auffrischimpfung,3,2020-02-27,2021-03-23
390 days,durch Infektion geimpft,9170,2020-02-27,2021-03-23
391 days,kein Impfschutz,169480,2020-02-27,2021-03-24
391 days,Impfschutz abgelaufen,1228,2020-02-27,2021-03-24
391 days,Partiell geimpft,3760,2020-02-27,2021-03-24
391 days,Vollständig geimpft,13051,2020-02-27,2021-03-24
391 days,Auffrischimpfung,3,2020-02-27,2021-03-24
391 days,durch Infektion geimpft,9213,2020-02-27,2021-03-24
392 days,kein Impfschutz,168471,2020-02-27,2021-03-25
392 days,Impfschutz abgelaufen,1228,2020-02-27,2021-03-25
392 days,Partiell geimpft,4695,2020-02-27,2021-03-25
392 days,Vollständig geimpft,13088,2020-02-27,2021-03-25
392 days,Auffrischimpfung,3,2020-02-27,2021-03-25
392 days,durch Infektion geimpft,9250,2020-02-27,2021-03-25
393 days,kein Impfschutz,167479,2020-02-27,2021-03-26
393 days,Impfschutz abgelaufen,1230,2020-02-27,2021-03-26
393 days,Partiell geimpft,5615,2020-02-27,2021-03-26
393 days,Vollständig geimpft,13110,2020-02-27,2021-03-26
393 days,Auffrischimpfung,3,2020-02-27,2021-03-26
393 days,durch Infektion geimpft,9298,2020-02-27,2021-03-26
394 days,kein Impfschutz,167446,2020-02-27,2021-03-27
394 days,Impfschutz abgelaufen,1232,2020-02-27,2021-03-27
394 days,Partiell geimpft,5618,2020-02-27,2021-03-27
394 days,Vollständig geimpft,13108,2020-02-27,2021-03-27
394 days,Auffrischimpfung,3,2020-02-27,2021-03-27
394 days,durch Infektion geimpft,9328,2020-02-27,2021-03-27
395 days,kein Impfschutz,167409,2020-02-27,2021-03-28
395 days,Impfschutz abgelaufen,1234,2020-02-27,2021-03-28
395 days,Partiell geimpft,5637,2020-02-27,2021-03-28
395 days,Vollständig geimpft,13107,2020-02-27,2021-03-28
395 days,Auffrischimpfung,3,2020-02-27,2021-03-28
395 days,durch Infektion geimpft,9345,2020-02-27,2021-03-28
396 days,kein Impfschutz,167087,2020-02-27,2021-03-29
396 days,Impfschutz abgelaufen,1233,2020-02-27,2021-03-29
396 days,Partiell geimpft,4779,2020-02-27,2021-03-29
396 days,Vollständig geimpft,14249,2020-02-27,2021-03-29
396 days,Auffrischimpfung,3,2020-02-27,2021-03-29
396 days,durch Infektion geimpft,9384,2020-02-27,2021-03-29
397 days,kein Impfschutz,166055,2020-02-27,2021-03-30
397 days,Impfschutz abgelaufen,1235,2020-02-27,2021-03-30
397 days,Partiell geimpft,5716,2020-02-27,2021-03-30
397 days,Vollständig geimpft,14305,2020-02-27,2021-03-30
397 days,Auffrischimpfung,3,2020-02-27,2021-03-30
397 days,durch Infektion geimpft,9421,2020-02-27,2021-03-30
398 days,kein Impfschutz,165943,2020-02-27,2021-03-31
398 days,Impfschutz abgelaufen,1237,2020-02-27,2021-03-31
398 days,Partiell geimpft,5576,2020-02-27,2021-03-31
398 days,Vollständig geimpft,14490,2020-02-27,2021-03-31
398 days,Auffrischimpfung,3,2020-02-27,2021-03-31
398 days,durch Infektion geimpft,9486,2020-02-27,2021-03-31
399 days,kein Impfschutz,165263,2020-02-27,2021-04-01
399 days,Impfschutz abgelaufen,1242,2020-02-27,2021-04-01
399 days,Partiell geimpft,5526,2020-02-27,2021-04-01
399 days,Vollständig geimpft,15175,2020-02-27,2021-04-01
399 days,Auffrischimpfung,3,2020-02-27,2021-04-01
399 days,durch Infektion geimpft,9526,2020-02-27,2021-04-01
400 days,kein Impfschutz,165233,2020-02-27,2021-04-02
400 days,Impfschutz abgelaufen,1244,2020-02-27,2021-04-02
400 days,Partiell geimpft,5528,2020-02-27,2021-04-02
400 days,Vollständig geimpft,15173,2020-02-27,2021-04-02
400 days,Auffrischimpfung,3,2020-02-27,2021-04-02
400 days,durch Infektion geimpft,9554,2020-02-27,2021-04-02
401 days,kein Impfschutz,165162,2020-02-27,2021-04-03
401 days,Impfschutz abgelaufen,1244,2020-02-27,2021-04-03
401 days,Partiell geimpft,5579,2020-02-27,2021-04-03
401 days,Vollständig geimpft,15173,2020-02-27,2021-04-03
401 days,Auffrischimpfung,3,2020-02-27,2021-04-03
401 days,durch Infektion geimpft,9574,2020-02-27,2021-04-03
402 days,kein Impfschutz,165133,2020-02-27,2021-04-04
402 days,Impfschutz abgelaufen,1247,2020-02-27,2021-04-04
402 days,Partiell geimpft,5579,2020-02-27,2021-04-04
402 days,Vollständig geimpft,15170,2020-02-27,2021-04-04
402 days,Auffrischimpfung,3,2020-02-27,2021-04-04
402 days,durch Infektion geimpft,9603,2020-02-27,2021-04-04
403 days,kein Impfschutz,165108,2020-02-27,2021-04-05
403 days,Impfschutz abgelaufen,1250,2020-02-27,2021-04-05
403 days,Partiell geimpft,5576,2020-02-27,2021-04-05
403 days,Vollständig geimpft,15169,2020-02-27,2021-04-05
403 days,Auffrischimpfung,3,2020-02-27,2021-04-05
403 days,durch Infektion geimpft,9629,2020-02-27,2021-04-05
404 days,kein Impfschutz,164971,2020-02-27,2021-04-06
404 days,Impfschutz abgelaufen,1256,2020-02-27,2021-04-06
404 days,Partiell geimpft,5545,2020-02-27,2021-04-06
404 days,Vollständig geimpft,15304,2020-02-27,2021-04-06
404 days,Auffrischimpfung,3,2020-02-27,2021-04-06
404 days,durch Infektion geimpft,9656,2020-02-27,2021-04-06
405 days,kein Impfschutz,164843,2020-02-27,2021-04-07
405 days,Impfschutz abgelaufen,1260,2020-02-27,2021-04-07
405 days,Partiell geimpft,5408,2020-02-27,2021-04-07
405 days,Vollständig geimpft,15528,2020-02-27,2021-04-07
405 days,Auffrischimpfung,3,2020-02-27,2021-04-07
405 days,durch Infektion geimpft,9693,2020-02-27,2021-04-07
406 days,kein Impfschutz,164591,2020-02-27,2021-04-08
406 days,Impfschutz abgelaufen,1274,2020-02-27,2021-04-08
406 days,Partiell geimpft,4938,2020-02-27,2021-04-08
406 days,Vollständig geimpft,16182,2020-02-27,2021-04-08
406 days,Auffrischimpfung,3,2020-02-27,2021-04-08
406 days,durch Infektion geimpft,9747,2020-02-27,2021-04-08
407 days,kein Impfschutz,163559,2020-02-27,2021-04-09
407 days,Impfschutz abgelaufen,1279,2020-02-27,2021-04-09
407 days,Partiell geimpft,5886,2020-02-27,2021-04-09
407 days,Vollständig geimpft,16225,2020-02-27,2021-04-09
407 days,Auffrischimpfung,3,2020-02-27,2021-04-09
407 days,durch Infektion geimpft,9783,2020-02-27,2021-04-09
408 days,kein Impfschutz,163517,2020-02-27,2021-04-10
408 days,Impfschutz abgelaufen,1285,2020-02-27,2021-04-10
408 days,Partiell geimpft,5892,2020-02-27,2021-04-10
408 days,Vollständig geimpft,16221,2020-02-27,2021-04-10
408 days,Auffrischimpfung,3,2020-02-27,2021-04-10
408 days,durch Infektion geimpft,9817,2020-02-27,2021-04-10
409 days,kein Impfschutz,163489,2020-02-27,2021-04-11
409 days,Impfschutz abgelaufen,1291,2020-02-27,2021-04-11
409 days,Partiell geimpft,5892,2020-02-27,2021-04-11
409 days,Vollständig geimpft,16218,2020-02-27,2021-04-11
409 days,Auffrischimpfung,3,2020-02-27,2021-04-11
409 days,durch Infektion geimpft,9842,2020-02-27,2021-04-11
410 days,kein Impfschutz,162287,2020-02-27,2021-04-12
410 days,Impfschutz abgelaufen,1295,2020-02-27,2021-04-12
410 days,Partiell geimpft,7036,2020-02-27,2021-04-12
410 days,Vollständig geimpft,16232,2020-02-27,2021-04-12
410 days,Auffrischimpfung,3,2020-02-27,2021-04-12
410 days,durch Infektion geimpft,9882,2020-02-27,2021-04-12
411 days,kein Impfschutz,161619,2020-02-27,2021-04-13
411 days,Impfschutz abgelaufen,1308,2020-02-27,2021-04-13
411 days,Partiell geimpft,7652,2020-02-27,2021-04-13
411 days,Vollständig geimpft,16255,2020-02-27,2021-04-13
411 days,Auffrischimpfung,3,2020-02-27,2021-04-13
411 days,durch Infektion geimpft,9898,2020-02-27,2021-04-13
412 days,kein Impfschutz,161248,2020-02-27,2021-04-14
412 days,Impfschutz abgelaufen,1323,2020-02-27,2021-04-14
412 days,Partiell geimpft,7944,2020-02-27,2021-04-14
412 days,Vollständig geimpft,16275,2020-02-27,2021-04-14
412 days,Auffrischimpfung,3,2020-02-27,2021-04-14
412 days,durch Infektion geimpft,9942,2020-02-27,2021-04-14
413 days,kein Impfschutz,161032,2020-02-27,2021-04-15
413 days,Impfschutz abgelaufen,1338,2020-02-27,2021-04-15
413 days,Partiell geimpft,7528,2020-02-27,2021-04-15
413 days,Vollständig geimpft,16846,2020-02-27,2021-04-15
413 days,Auffrischimpfung,3,2020-02-27,2021-04-15
413 days,durch Infektion geimpft,9988,2020-02-27,2021-04-15
414 days,kein Impfschutz,160811,2020-02-27,2021-04-16
414 days,Impfschutz abgelaufen,1372,2020-02-27,2021-04-16
414 days,Partiell geimpft,7672,2020-02-27,2021-04-16
414 days,Vollständig geimpft,16862,2020-02-27,2021-04-16
414 days,Auffrischimpfung,3,2020-02-27,2021-04-16
414 days,durch Infektion geimpft,10015,2020-02-27,2021-04-16
415 days,kein Impfschutz,160763,2020-02-27,2021-04-17
415 days,Impfschutz abgelaufen,1385,2020-02-27,2021-04-17
415 days,Partiell geimpft,7679,2020-02-27,2021-04-17
415 days,Vollständig geimpft,16855,2020-02-27,2021-04-17
415 days,Auffrischimpfung,3,2020-02-27,2021-04-17
415 days,durch Infektion geimpft,10050,2020-02-27,2021-04-17
416 days,kein Impfschutz,160745,2020-02-27,2021-04-18
416 days,Impfschutz abgelaufen,1406,2020-02-27,2021-04-18
416 days,Partiell geimpft,7681,2020-02-27,2021-04-18
416 days,Vollständig geimpft,16854,2020-02-27,2021-04-18
416 days,Auffrischimpfung,3,2020-02-27,2021-04-18
416 days,durch Infektion geimpft,10046,2020-02-27,2021-04-18
417 days,kein Impfschutz,159438,2020-02-27,2021-04-19
417 days,Impfschutz abgelaufen,1422,2020-02-27,2021-04-19
417 days,Partiell geimpft,8898,2020-02-27,2021-04-19
417 days,Vollständig geimpft,16885,2020-02-27,2021-04-19
417 days,Auffrischimpfung,3,2020-02-27,2021-04-19
417 days,durch Infektion geimpft,10089,2020-02-27,2021-04-19
418 days,kein Impfschutz,158142,2020-02-27,2021-04-20
418 days,Impfschutz abgelaufen,1445,2020-02-27,2021-04-20
418 days,Partiell geimpft,10044,2020-02-27,2021-04-20
418 days,Vollständig geimpft,16950,2020-02-27,2021-04-20
418 days,Auffrischimpfung,3,2020-02-27,2021-04-20
418 days,durch Infektion geimpft,10151,2020-02-27,2021-04-20
419 days,kein Impfschutz,157135,2020-02-27,2021-04-21
419 days,Impfschutz abgelaufen,1487,2020-02-27,2021-04-21
419 days,Partiell geimpft,10754,2020-02-27,2021-04-21
419 days,Vollständig geimpft,17166,2020-02-27,2021-04-21
419 days,Auffrischimpfung,3,2020-02-27,2021-04-21
419 days,durch Infektion geimpft,10190,2020-02-27,2021-04-21
420 days,kein Impfschutz,156087,2020-02-27,2021-04-22
420 days,Impfschutz abgelaufen,1533,2020-02-27,2021-04-22
420 days,Partiell geimpft,10828,2020-02-27,2021-04-22
420 days,Vollständig geimpft,18073,2020-02-27,2021-04-22
420 days,Auffrischimpfung,3,2020-02-27,2021-04-22
420 days,durch Infektion geimpft,10211,2020-02-27,2021-04-22
421 days,kein Impfschutz,154912,2020-02-27,2021-04-23
421 days,Impfschutz abgelaufen,1554,2020-02-27,2021-04-23
421 days,Partiell geimpft,11048,2020-02-27,2021-04-23
421 days,Vollständig geimpft,18967,2020-02-27,2021-04-23
421 days,Auffrischimpfung,4,2020-02-27,2021-04-23
421 days,durch Infektion geimpft,10250,2020-02-27,2021-04-23
422 days,kein Impfschutz,153095,2020-02-27,2021-04-24
422 days,Impfschutz abgelaufen,1566,2020-02-27,2021-04-24
422 days,Partiell geimpft,12810,2020-02-27,2021-04-24
422 days,Vollständig geimpft,18986,2020-02-27,2021-04-24
422 days,Auffrischimpfung,4,2020-02-27,2021-04-24
422 days,durch Infektion geimpft,10274,2020-02-27,2021-04-24
423 days,kein Impfschutz,152066,2020-02-27,2021-04-25
423 days,Impfschutz abgelaufen,1608,2020-02-27,2021-04-25
423 days,Partiell geimpft,13773,2020-02-27,2021-04-25
423 days,Vollständig geimpft,19011,2020-02-27,2021-04-25
423 days,Auffrischimpfung,4,2020-02-27,2021-04-25
423 days,durch Infektion geimpft,10273,2020-02-27,2021-04-25
424 days,kein Impfschutz,150661,2020-02-27,2021-04-26
424 days,Impfschutz abgelaufen,1658,2020-02-27,2021-04-26
424 days,Partiell geimpft,14920,2020-02-27,2021-04-26
424 days,Vollständig geimpft,19224,2020-02-27,2021-04-26
424 days,Auffrischimpfung,4,2020-02-27,2021-04-26
424 days,durch Infektion geimpft,10268,2020-02-27,2021-04-26
425 days,kein Impfschutz,149634,2020-02-27,2021-04-27
425 days,Impfschutz abgelaufen,1727,2020-02-27,2021-04-27
425 days,Partiell geimpft,14829,2020-02-27,2021-04-27
425 days,Vollständig geimpft,20265,2020-02-27,2021-04-27
425 days,Auffrischimpfung,4,2020-02-27,2021-04-27
425 days,durch Infektion geimpft,10276,2020-02-27,2021-04-27
426 days,kein Impfschutz,147697,2020-02-27,2021-04-28
426 days,Impfschutz abgelaufen,1812,2020-02-27,2021-04-28
426 days,Partiell geimpft,16597,2020-02-27,2021-04-28
426 days,Vollständig geimpft,20369,2020-02-27,2021-04-28
426 days,Auffrischimpfung,4,2020-02-27,2021-04-28
426 days,durch Infektion geimpft,10256,2020-02-27,2021-04-28
427 days,kein Impfschutz,146992,2020-02-27,2021-04-29
427 days,Impfschutz abgelaufen,1891,2020-02-27,2021-04-29
427 days,Partiell geimpft,16624,2020-02-27,2021-04-29
427 days,Vollständig geimpft,21002,2020-02-27,2021-04-29
427 days,Auffrischimpfung,4,2020-02-27,2021-04-29
427 days,durch Infektion geimpft,10222,2020-02-27,2021-04-29
428 days,kein Impfschutz,146873,2020-02-27,2021-04-30
428 days,Impfschutz abgelaufen,1965,2020-02-27,2021-04-30
428 days,Partiell geimpft,16624,2020-02-27,2021-04-30
428 days,Vollständig geimpft,21064,2020-02-27,2021-04-30
428 days,Auffrischimpfung,4,2020-02-27,2021-04-30
428 days,durch Infektion geimpft,10205,2020-02-27,2021-04-30
