day,status,count,first_day,date
367 days,Impfschutz abgelaufen,3141,2020-02-27,2021-02-28
367 days,Partiell geimpft,3073,2020-02-27,2021-02-28
367 days,Grundimmunisiert,9631,2020-02-27,2021-02-28
367 days,Auffrischimpfung,2,2020-02-27,2021-02-28
367 days,durch Infektion immunisiert,25603,2020-02-27,2021-02-28
368 days,keine Immunität,154236,2020-02-27,2021-03-01
368 days,Impfschutz abgelaufen,3157,2020-02-27,2021-03-01
368 days,Partiell geimpft,3850,2020-02-27,2021-03-01
368 days,Grundimmunisiert,9837,2020-02-27,2021-03-01
368 days,Auffrischimpfung,2,2020-02-27,2021-03-01
368 days,durch Infektion immunisiert,25653,2020-02-27,2021-03-01
369 days,keine Immunität,154116,2020-02-27,2021-03-02
369 days,Impfschutz abgelaufen,3170,2020-02-27,2021-03-02
369 days,Partiell geimpft,3674,2020-02-27,2021-03-02
369 days,Grundimmunisiert,10073,2020-02-27,2021-03-02
369 days,Auffrischimpfung,2,2020-02-27,2021-03-02
369 days,durch Infektion immunisiert,25700,2020-02-27,2021-03-02
370 days,keine Immunität,153825,2020-02-27,2021-03-03
370 days,Impfschutz abgelaufen,3190,2020-02-27,2021-03-03
370 days,Partiell geimpft,3379,2020-02-27,2021-03-03
370 days,Grundimmunisiert,10588,2020-02-27,2021-03-03
370 days,Auffrischimpfung,2,2020-02-27,2021-03-03
370 days,durch Infektion immunisiert,25751,2020-02-27,2021-03-03
371 days,keine Immunität,153067,2020-02-27,2021-03-04
371 days,Impfschutz abgelaufen,3211,2020-02-27,2021-03-04
371 days,Partiell geimpft,4068,2020-02-27,2021-03-04
371 days,Grundimmunisiert,10593,2020-02-27,2021-03-04
371 days,Auffrischimpfung,2,2020-02-27,2021-03-04
371 days,durch Infektion immunisiert,25794,2020-02-27,2021-03-04
372 days,keine Immunität,152989,2020-02-27,2021-03-05
372 days,Impfschutz abgelaufen,3219,2020-02-27,2021-03-05
372 days,Partiell geimpft,4069,2020-02-27,2021-03-05
372 days,Grundimmunisiert,10603,2020-02-27,2021-03-05
372 days,Auffrischimpfung,2,2020-02-27,2021-03-05
372 days,durch Infektion immunisiert,25853,2020-02-27,2021-03-05
373 days,keine Immunität,152949,2020-02-27,2021-03-06
373 days,Impfschutz abgelaufen,3218,2020-02-27,2021-03-06
373 days,Partiell geimpft,4066,2020-02-27,2021-03-06
373 days,Grundimmunisiert,10605,2020-02-27,2021-03-06
373 days,Auffrischimpfung,2,2020-02-27,2021-03-06
373 days,durch Infektion immunisiert,25895,2020-02-27,2021-03-06
374 days,keine Immunität,152934,2020-02-27,2021-03-07
374 days,Impfschutz abgelaufen,3229,2020-02-27,2021-03-07
374 days,Partiell geimpft,4066,2020-02-27,2021-03-07
374 days,Grundimmunisiert,10604,2020-02-27,2021-03-07
374 days,Auffrischimpfung,2,2020-02-27,2021-03-07
374 days,durch Infektion immunisiert,25900,2020-02-27,2021-03-07
375 days,keine Immunität,152678,2020-02-27,2021-03-08
375 days,Impfschutz abgelaufen,3241,2020-02-27,2021-03-08
375 days,Partiell geimpft,3760,2020-02-27,2021-03-08
375 days,Grundimmunisiert,11109,2020-02-27,2021-03-08
375 days,Auffrischimpfung,2,2020-02-27,2021-03-08
375 days,durch Infektion immunisiert,25945,2020-02-27,2021-03-08
376 days,keine Immunität,152612,2020-02-27,2021-03-09
376 days,Impfschutz abgelaufen,3240,2020-02-27,2021-03-09
376 days,Partiell geimpft,3293,2020-02-27,2021-03-09
376 days,Grundimmunisiert,11592,2020-02-27,2021-03-09
376 days,Auffrischimpfung,2,2020-02-27,2021-03-09
376 days,durch Infektion immunisiert,25996,2020-02-27,2021-03-09
377 days,keine Immunität,152279,2020-02-27,2021-03-10
377 days,Impfschutz abgelaufen,3257,2020-02-27,2021-03-10
377 days,Partiell geimpft,3511,2020-02-27,2021-03-10
377 days,Grundimmunisiert,11599,2020-02-27,2021-03-10
377 days,Auffrischimpfung,2,2020-02-27,2021-03-10
377 days,durch Infektion immunisiert,26087,2020-02-27,2021-03-10
378 days,keine Immunität,151537,2020-02-27,2021-03-11
378 days,Impfschutz abgelaufen,3262,2020-02-27,2021-03-11
378 days,Partiell geimpft,4119,2020-02-27,2021-03-11
378 days,Grundimmunisiert,11652,2020-02-27,2021-03-11
378 days,Auffrischimpfung,2,2020-02-27,2021-03-11
378 days,durch Infektion immunisiert,26163,2020-02-27,2021-03-11
379 days,keine Immunität,151437,2020-02-27,2021-03-12
379 days,Impfschutz abgelaufen,3276,2020-02-27,2021-03-12
379 days,Partiell geimpft,4129,2020-02-27,2021-03-12
379 days,Grundimmunisiert,11671,2020-02-27,2021-03-12
379 days,Auffrischimpfung,2,2020-02-27,2021-03-12
379 days,durch Infektion immunisiert,26220,2020-02-27,2021-03-12
380 days,keine Immunität,151363,2020-02-27,2021-03-13
380 days,Impfschutz abgelaufen,3287,2020-02-27,2021-03-13
380 days,Partiell geimpft,4128,2020-02-27,2021-03-13
380 days,Grundimmunisiert,11672,2020-02-27,2021-03-13
380 days,Auffrischimpfung,2,2020-02-27,2021-03-13
380 days,durch Infektion immunisiert,26283,2020-02-27,2021-03-13
381 days,keine Immunität,151322,2020-02-27,2021-03-14
381 days,Impfschutz abgelaufen,3293,2020-02-27,2021-03-14
381 days,Partiell geimpft,4128,2020-02-27,2021-03-14
381 days,Grundimmunisiert,11672,2020-02-27,2021-03-14
381 days,Auffrischimpfung,2,2020-02-27,2021-03-14
381 days,durch Infektion immunisiert,26318,2020-02-27,2021-03-14
382 days,keine Immunität,151216,2020-02-27,2021-03-15
382 days,Impfschutz abgelaufen,3323,2020-02-27,2021-03-15
382 days,Partiell geimpft,4084,2020-02-27,2021-03-15
382 days,Grundimmunisiert,11725,2020-02-27,2021-03-15
382 days,Auffrischimpfung,2,2020-02-27,2021-03-15
382 days,durch Infektion immunisiert,26385,2020-02-27,2021-03-15
383 days,keine Immunität,151110,2020-02-27,2021-03-16
383 days,Impfschutz abgelaufen,3336,2020-02-27,2021-03-16
383 days,Partiell geimpft,4060,2020-02-27,2021-03-16
383 days,Grundimmunisiert,11769,2020-02-27,2021-03-16
383 days,Auffrischimpfung,2,2020-02-27,2021-03-16
383 days,durch Infektion immunisiert,26458,2020-02-27,2021-03-16
384 days,keine Immunität,151003,2020-02-27,2021-03-17
384 days,Impfschutz abgelaufen,3338,2020-02-27,2021-03-17
384 days,Partiell geimpft,3966,2020-02-27,2021-03-17
384 days,Grundimmunisiert,11889,2020-02-27,2021-03-17
384 days,Auffrischimpfung,2,2020-02-27,2021-03-17
384 days,durch Infektion immunisiert,26537,2020-02-27,2021-03-17
385 days,keine Immunität,150360,2020-02-27,2021-03-18
385 days,Impfschutz abgelaufen,3349,2020-02-27,2021-03-18
385 days,Partiell geimpft,4453,2020-02-27,2021-03-18
385 days,Grundimmunisiert,11947,2020-02-27,2021-03-18
385 days,Auffrischimpfung,2,2020-02-27,2021-03-18
385 days,durch Infektion immunisiert,26624,2020-02-27,2021-03-18
386 days,keine Immunität,150264,2020-02-27,2021-03-19
386 days,Impfschutz abgelaufen,3357,2020-02-27,2021-03-19
386 days,Partiell geimpft,4446,2020-02-27,2021-03-19
386 days,Grundimmunisiert,11970,2020-02-27,2021-03-19
386 days,Auffrischimpfung,2,2020-02-27,2021-03-19
386 days,durch Infektion immunisiert,26696,2020-02-27,2021-03-19
387 days,keine Immunität,150190,2020-02-27,2021-03-20
387 days,Impfschutz abgelaufen,3361,2020-02-27,2021-03-20
387 days,Partiell geimpft,4445,2020-02-27,2021-03-20
387 days,Grundimmunisiert,11970,2020-02-27,2021-03-20
387 days,Auffrischimpfung,2,2020-02-27,2021-03-20
387 days,durch Infektion immunisiert,26767,2020-02-27,2021-03-20
388 days,keine Immunität,150146,2020-02-27,2021-03-21
388 days,Impfschutz abgelaufen,3365,2020-02-27,2021-03-21
388 days,Partiell geimpft,4445,2020-02-27,2021-03-21
388 days,Grundimmunisiert,11970,2020-02-27,2021-03-21
388 days,Auffrischimpfung,2,2020-02-27,2021-03-21
388 days,durch Infektion immunisiert,26807,2020-02-27,2021-03-21
389 days,keine Immunität,150038,2020-02-27,2021-03-22
389 days,Impfschutz abgelaufen,3378,2020-02-27,2021-03-22
389 days,Partiell geimpft,4432,2020-02-27,2021-03-22
389 days,Grundimmunisiert,12001,2020-02-27,2021-03-22
389 days,Auffrischimpfung,2,2020-02-27,2021-03-22
389 days,durch Infektion immunisiert,26884,2020-02-27,2021-03-22
390 days,keine Immunität,149860,2020-02-27,2021-03-23
390 days,Impfschutz abgelaufen,3378,2020-02-27,2021-03-23
390 days,Partiell geimpft,4511,2020-02-27,2021-03-23
390 days,Grundimmunisiert,12016,2020-02-27,2021-03-23
390 days,Auffrischimpfung,2,2020-02-27,2021-03-23
390 days,durch Infektion immunisiert,26968,2020-02-27,2021-03-23
391 days,keine Immunität,149438,2020-02-27,2021-03-24
391 days,Impfschutz abgelaufen,3396,2020-02-27,2021-03-24
391 days,Partiell geimpft,3755,2020-02-27,2021-03-24
391 days,Grundimmunisiert,13059,2020-02-27,2021-03-24
391 days,Auffrischimpfung,2,2020-02-27,2021-03-24
391 days,durch Infektion immunisiert,27085,2020-02-27,2021-03-24
392 days,keine Immunität,148361,2020-02-27,2021-03-25
392 days,Impfschutz abgelaufen,3396,2020-02-27,2021-03-25
392 days,Partiell geimpft,4690,2020-02-27,2021-03-25
392 days,Grundimmunisiert,13093,2020-02-27,2021-03-25
392 days,Auffrischimpfung,2,2020-02-27,2021-03-25
392 days,durch Infektion immunisiert,27193,2020-02-27,2021-03-25
393 days,keine Immunität,147284,2020-02-27,2021-03-26
393 days,Impfschutz abgelaufen,3400,2020-02-27,2021-03-26
393 days,Partiell geimpft,5612,2020-02-27,2021-03-26
393 days,Grundimmunisiert,13116,2020-02-27,2021-03-26
393 days,Auffrischimpfung,2,2020-02-27,2021-03-26
393 days,durch Infektion immunisiert,27321,2020-02-27,2021-03-26
394 days,keine Immunität,147193,2020-02-27,2021-03-27
394 days,Impfschutz abgelaufen,3405,2020-02-27,2021-03-27
394 days,Partiell geimpft,5615,2020-02-27,2021-03-27
394 days,Grundimmunisiert,13112,2020-02-27,2021-03-27
394 days,Auffrischimpfung,2,2020-02-27,2021-03-27
394 days,durch Infektion immunisiert,27408,2020-02-27,2021-03-27
395 days,keine Immunität,147125,2020-02-27,2021-03-28
395 days,Impfschutz abgelaufen,3408,2020-02-27,2021-03-28
395 days,Partiell geimpft,5634,2020-02-27,2021-03-28
395 days,Grundimmunisiert,13111,2020-02-27,2021-03-28
395 days,Auffrischimpfung,2,2020-02-27,2021-03-28
395 days,durch Infektion immunisiert,27455,2020-02-27,2021-03-28
396 days,keine Immunität,146732,2020-02-27,2021-03-29
396 days,Impfschutz abgelaufen,3404,2020-02-27,2021-03-29
396 days,Partiell geimpft,4776,2020-02-27,2021-03-29
396 days,Grundimmunisiert,14250,2020-02-27,2021-03-29
396 days,Auffrischimpfung,2,2020-02-27,2021-03-29
396 days,durch Infektion immunisiert,27571,2020-02-27,2021-03-29
397 days,keine Immunität,145628,2020-02-27,2021-03-30
397 days,Impfschutz abgelaufen,3409,2020-02-27,2021-03-30
397 days,Partiell geimpft,5713,2020-02-27,2021-03-30
397 days,Grundimmunisiert,14304,2020-02-27,2021-03-30
397 days,Auffrischimpfung,2,2020-02-27,2021-03-30
397 days,durch Infektion immunisiert,27679,2020-02-27,2021-03-30
398 days,keine Immunität,145399,2020-02-27,2021-03-31
398 days,Impfschutz abgelaufen,3416,2020-02-27,2021-03-31
398 days,Partiell geimpft,5575,2020-02-27,2021-03-31
398 days,Grundimmunisiert,14489,2020-02-27,2021-03-31
398 days,Auffrischimpfung,2,2020-02-27,2021-03-31
398 days,durch Infektion immunisiert,27854,2020-02-27,2021-03-31
399 days,keine Immunität,144642,2020-02-27,2021-04-01
399 days,Impfschutz abgelaufen,3429,2020-02-27,2021-04-01
399 days,Partiell geimpft,5525,2020-02-27,2021-04-01
399 days,Grundimmunisiert,15176,2020-02-27,2021-04-01
399 days,Auffrischimpfung,2,2020-02-27,2021-04-01
399 days,durch Infektion immunisiert,27961,2020-02-27,2021-04-01
400 days,keine Immunität,144561,2020-02-27,2021-04-02
400 days,Impfschutz abgelaufen,3433,2020-02-27,2021-04-02
400 days,Partiell geimpft,5526,2020-02-27,2021-04-02
400 days,Grundimmunisiert,15177,2020-02-27,2021-04-02
400 days,Auffrischimpfung,2,2020-02-27,2021-04-02
400 days,durch Infektion immunisiert,28036,2020-02-27,2021-04-02
401 days,keine Immunität,144457,2020-02-27,2021-04-03
401 days,Impfschutz abgelaufen,3431,2020-02-27,2021-04-03
401 days,Partiell geimpft,5576,2020-02-27,2021-04-03
401 days,Grundimmunisiert,15176,2020-02-27,2021-04-03
401 days,Auffrischimpfung,2,2020-02-27,2021-04-03
401 days,durch Infektion immunisiert,28093,2020-02-27,2021-04-03
402 days,keine Immunität,144373,2020-02-27,2021-04-04
402 days,Impfschutz abgelaufen,3438,2020-02-27,2021-04-04
402 days,Partiell geimpft,5576,2020-02-27,2021-04-04
402 days,Grundimmunisiert,15171,2020-02-27,2021-04-04
402 days,Auffrischimpfung,2,2020-02-27,2021-04-04
402 days,durch Infektion immunisiert,28175,2020-02-27,2021-04-04
403 days,keine Immunität,144299,2020-02-27,2021-04-05
403 days,Impfschutz abgelaufen,3447,2020-02-27,2021-04-05
403 days,Partiell geimpft,5574,2020-02-27,2021-04-05
403 days,Grundimmunisiert,15168,2020-02-27,2021-04-05
403 days,Auffrischimpfung,2,2020-02-27,2021-04-05
403 days,durch Infektion immunisiert,28245,2020-02-27,2021-04-05
404 days,keine Immunität,144107,2020-02-27,2021-04-06
404 days,Impfschutz abgelaufen,3463,2020-02-27,2021-04-06
404 days,Partiell geimpft,5545,2020-02-27,2021-04-06
404 days,Grundimmunisiert,15301,2020-02-27,2021-04-06
404 days,Auffrischimpfung,2,2020-02-27,2021-04-06
404 days,durch Infektion immunisiert,28317,2020-02-27,2021-04-06
405 days,keine Immunität,143908,2020-02-27,2021-04-07
405 days,Impfschutz abgelaufen,3471,2020-02-27,2021-04-07
405 days,Partiell geimpft,5407,2020-02-27,2021-04-07
405 days,Grundimmunisiert,15526,2020-02-27,2021-04-07
405 days,Auffrischimpfung,2,2020-02-27,2021-04-07
405 days,durch Infektion immunisiert,28421,2020-02-27,2021-04-07
406 days,keine Immunität,143540,2020-02-27,2021-04-08
406 days,Impfschutz abgelaufen,3510,2020-02-27,2021-04-08
406 days,Partiell geimpft,4936,2020-02-27,2021-04-08
406 days,Grundimmunisiert,16180,2020-02-27,2021-04-08
406 days,Auffrischimpfung,2,2020-02-27,2021-04-08
406 days,durch Infektion immunisiert,28567,2020-02-27,2021-04-08
407 days,keine Immunität,142440,2020-02-27,2021-04-09
407 days,Impfschutz abgelaufen,3522,2020-02-27,2021-04-09
407 days,Partiell geimpft,5882,2020-02-27,2021-04-09
407 days,Grundimmunisiert,16223,2020-02-27,2021-04-09
407 days,Auffrischimpfung,2,2020-02-27,2021-04-09
407 days,durch Infektion immunisiert,28666,2020-02-27,2021-04-09
408 days,keine Immunität,142333,2020-02-27,2021-04-10
408 days,Impfschutz abgelaufen,3535,2020-02-27,2021-04-10
408 days,Partiell geimpft,5888,2020-02-27,2021-04-10
408 days,Grundimmunisiert,16222,2020-02-27,2021-04-10
408 days,Auffrischimpfung,2,2020-02-27,2021-04-10
408 days,durch Infektion immunisiert,28755,2020-02-27,2021-04-10
409 days,keine Immunität,142250,2020-02-27,2021-04-11
409 days,Impfschutz abgelaufen,3553,2020-02-27,2021-04-11
409 days,Partiell geimpft,5887,2020-02-27,2021-04-11
409 days,Grundimmunisiert,16220,2020-02-27,2021-04-11
409 days,Auffrischimpfung,2,2020-02-27,2021-04-11
409 days,durch Infektion immunisiert,28823,2020-02-27,2021-04-11
410 days,keine Immunität,140973,2020-02-27,2021-04-12
410 days,Impfschutz abgelaufen,3563,2020-02-27,2021-04-12
410 days,Partiell geimpft,7032,2020-02-27,2021-04-12
410 days,Grundimmunisiert,16231,2020-02-27,2021-04-12
410 days,Auffrischimpfung,2,2020-02-27,2021-04-12
410 days,durch Infektion immunisiert,28934,2020-02-27,2021-04-12
411 days,keine Immunität,140257,2020-02-27,2021-04-13
411 days,Impfschutz abgelaufen,3606,2020-02-27,2021-04-13
411 days,Partiell geimpft,7649,2020-02-27,2021-04-13
411 days,Grundimmunisiert,16252,2020-02-27,2021-04-13
411 days,Auffrischimpfung,2,2020-02-27,2021-04-13
411 days,durch Infektion immunisiert,28969,2020-02-27,2021-04-13
412 days,keine Immunität,139780,2020-02-27,2021-04-14
412 days,Impfschutz abgelaufen,3652,2020-02-27,2021-04-14
412 days,Partiell geimpft,7944,2020-02-27,2021-04-14
412 days,Grundimmunisiert,16269,2020-02-27,2021-04-14
412 days,Auffrischimpfung,2,2020-02-27,2021-04-14
412 days,durch Infektion immunisiert,29088,2020-02-27,2021-04-14
413 days,keine Immunität,139462,2020-02-27,2021-04-15
413 days,Impfschutz abgelaufen,3692,2020-02-27,2021-04-15
413 days,Partiell geimpft,7530,2020-02-27,2021-04-15
413 days,Grundimmunisiert,16838,2020-02-27,2021-04-15
413 days,Auffrischimpfung,2,2020-02-27,2021-04-15
413 days,durch Infektion immunisiert,29211,2020-02-27,2021-04-15
414 days,keine Immunität,139142,2020-02-27,2021-04-16
414 days,Impfschutz abgelaufen,3787,2020-02-27,2021-04-16
414 days,Partiell geimpft,7673,2020-02-27,2021-04-16
414 days,Grundimmunisiert,16855,2020-02-27,2021-04-16
414 days,Auffrischimpfung,2,2020-02-27,2021-04-16
414 days,durch Infektion immunisiert,29276,2020-02-27,2021-04-16
415 days,keine Immunität,139016,2020-02-27,2021-04-17
415 days,Impfschutz abgelaufen,3825,2020-02-27,2021-04-17
415 days,Partiell geimpft,7680,2020-02-27,2021-04-17
415 days,Grundimmunisiert,16851,2020-02-27,2021-04-17
415 days,Auffrischimpfung,2,2020-02-27,2021-04-17
415 days,durch Infektion immunisiert,29361,2020-02-27,2021-04-17
416 days,keine Immunität,138971,2020-02-27,2021-04-18
416 days,Impfschutz abgelaufen,3881,2020-02-27,2021-04-18
416 days,Partiell geimpft,7683,2020-02-27,2021-04-18
416 days,Grundimmunisiert,16850,2020-02-27,2021-04-18
416 days,Auffrischimpfung,2,2020-02-27,2021-04-18
416 days,durch Infektion immunisiert,29348,2020-02-27,2021-04-18
417 days,keine Immunität,137564,2020-02-27,2021-04-19
417 days,Impfschutz abgelaufen,3925,2020-02-27,2021-04-19
417 days,Partiell geimpft,8899,2020-02-27,2021-04-19
417 days,Grundimmunisiert,16881,2020-02-27,2021-04-19
417 days,Auffrischimpfung,2,2020-02-27,2021-04-19
417 days,durch Infektion immunisiert,29464,2020-02-27,2021-04-19
418 days,keine Immunität,136128,2020-02-27,2021-04-20
418 days,Impfschutz abgelaufen,3984,2020-02-27,2021-04-20
418 days,Partiell geimpft,10045,2020-02-27,2021-04-20
418 days,Grundimmunisiert,16947,2020-02-27,2021-04-20
418 days,Auffrischimpfung,2,2020-02-27,2021-04-20
418 days,durch Infektion immunisiert,29629,2020-02-27,2021-04-20
419 days,keine Immunität,134989,2020-02-27,2021-04-21
419 days,Impfschutz abgelaufen,4109,2020-02-27,2021-04-21
419 days,Partiell geimpft,10753,2020-02-27,2021-04-21
419 days,Grundimmunisiert,17166,2020-02-27,2021-04-21
419 days,Auffrischimpfung,2,2020-02-27,2021-04-21
419 days,durch Infektion immunisiert,29716,2020-02-27,2021-04-21
420 days,keine Immunität,133835,2020-02-27,2021-04-22
420 days,Impfschutz abgelaufen,4238,2020-02-27,2021-04-22
420 days,Partiell geimpft,10827,2020-02-27,2021-04-22
420 days,Grundimmunisiert,18072,2020-02-27,2021-04-22
420 days,Auffrischimpfung,2,2020-02-27,2021-04-22
420 days,durch Infektion immunisiert,29761,2020-02-27,2021-04-22
421 days,keine Immunität,132560,2020-02-27,2021-04-23
421 days,Impfschutz abgelaufen,4299,2020-02-27,2021-04-23
421 days,Partiell geimpft,11045,2020-02-27,2021-04-23
421 days,Grundimmunisiert,18966,2020-02-27,2021-04-23
421 days,Auffrischimpfung,3,2020-02-27,2021-04-23
421 days,durch Infektion immunisiert,29862,2020-02-27,2021-04-23
422 days,keine Immunität,130686,2020-02-27,2021-04-24
422 days,Impfschutz abgelaufen,4331,2020-02-27,2021-04-24
422 days,Partiell geimpft,12808,2020-02-27,2021-04-24
422 days,Grundimmunisiert,18981,2020-02-27,2021-04-24
422 days,Auffrischimpfung,3,2020-02-27,2021-04-24
422 days,durch Infektion immunisiert,29926,2020-02-27,2021-04-24
423 days,keine Immunität,129595,2020-02-27,2021-04-25
423 days,Impfschutz abgelaufen,4444,2020-02-27,2021-04-25
423 days,Partiell geimpft,13769,2020-02-27,2021-04-25
423 days,Grundimmunisiert,19010,2020-02-27,2021-04-25
423 days,Auffrischimpfung,3,2020-02-27,2021-04-25
423 days,durch Infektion immunisiert,29914,2020-02-27,2021-04-25
424 days,keine Immunität,128119,2020-02-27,2021-04-26
424 days,Impfschutz abgelaufen,4587,2020-02-27,2021-04-26
424 days,Partiell geimpft,14915,2020-02-27,2021-04-26
424 days,Grundimmunisiert,19221,2020-02-27,2021-04-26
424 days,Auffrischimpfung,3,2020-02-27,2021-04-26
424 days,durch Infektion immunisiert,29890,2020-02-27,2021-04-26
425 days,keine Immunität,126978,2020-02-27,2021-04-27
425 days,Impfschutz abgelaufen,4786,2020-02-27,2021-04-27
425 days,Partiell geimpft,14826,2020-02-27,2021-04-27
425 days,Grundimmunisiert,20263,2020-02-27,2021-04-27
425 days,Auffrischimpfung,3,2020-02-27,2021-04-27
425 days,durch Infektion immunisiert,29879,2020-02-27,2021-04-27
426 days,keine Immunität,124933,2020-02-27,2021-04-28
426 days,Impfschutz abgelaufen,5034,2020-02-27,2021-04-28
426 days,Partiell geimpft,16592,2020-02-27,2021-04-28
426 days,Grundimmunisiert,20363,2020-02-27,2021-04-28
426 days,Auffrischimpfung,3,2020-02-27,2021-04-28
426 days,durch Infektion immunisiert,29810,2020-02-27,2021-04-28
427 days,keine Immunität,124150,2020-02-27,2021-04-29
427 days,Impfschutz abgelaufen,5267,2020-02-27,2021-04-29
427 days,Partiell geimpft,16616,2020-02-27,2021-04-29
427 days,Grundimmunisiert,20994,2020-02-27,2021-04-29
427 days,Auffrischimpfung,3,2020-02-27,2021-04-29
427 days,durch Infektion immunisiert,29705,2020-02-27,2021-04-29
428 days,keine Immunität,123941,2020-02-27,2021-04-30
428 days,Impfschutz abgelaufen,5480,2020-02-27,2021-04-30
428 days,Partiell geimpft,16616,2020-02-27,2021-04-30
428 days,Grundimmunisiert,21057,2020-02-27,2021-04-30
428 days,Auffrischimpfung,3,2020-02-27,2021-04-30
428 days,durch Infektion immunisiert,29638,2020-02-27,2021-04-30
429 days,keine Immunität,121677,2020-02-27,2021-05-01
429 days,Impfschutz abgelaufen,5581,2020-02-27,2021-05-01
429 days,Partiell geimpft,18666,2020-02-27,2021-05-01
429 days,Grundimmunisiert,21075,2020-02-27,2021-05-01
429 days,Auffrischimpfung,3,2020-02-27,2021-05-01
429 days,durch Infektion immunisiert,29733,2020-02-27,2021-05-01
430 days,keine Immunität,121578,2020-02-27,2021-05-02
430 days,Impfschutz abgelaufen,5783,2020-02-27,2021-05-02
430 days,Partiell geimpft,18689,2020-02-27,2021-05-02
430 days,Grundimmunisiert,21073,2020-02-27,2021-05-02
430 days,Auffrischimpfung,3,2020-02-27,2021-05-02
430 days,durch Infektion immunisiert,29609,2020-02-27,2021-05-02
431 days,keine Immunität,120013,2020-02-27,2021-05-03
431 days,Impfschutz abgelaufen,6041,2020-02-27,2021-05-03
431 days,Partiell geimpft,20057,2020-02-27,2021-05-03
431 days,Grundimmunisiert,21173,2020-02-27,2021-05-03
431 days,Auffrischimpfung,3,2020-02-27,2021-05-03
431 days,durch Infektion immunisiert,29448,2020-02-27,2021-05-03
432 days,keine Immunität,118463,2020-02-27,2021-05-04
432 days,Impfschutz abgelaufen,6265,2020-02-27,2021-05-04
432 days,Partiell geimpft,21350,2020-02-27,2021-05-04
432 days,Grundimmunisiert,21270,2020-02-27,2021-05-04
432 days,Auffrischimpfung,3,2020-02-27,2021-05-04
432 days,durch Infektion immunisiert,29384,2020-02-27,2021-05-04
433 days,keine Immunität,118280,2020-02-27,2021-05-05
433 days,Impfschutz abgelaufen,6533,2020-02-27,2021-05-05
433 days,Partiell geimpft,21361,2020-02-27,2021-05-05
433 days,Grundimmunisiert,21356,2020-02-27,2021-05-05
433 days,Auffrischimpfung,3,2020-02-27,2021-05-05
433 days,durch Infektion immunisiert,29202,2020-02-27,2021-05-05
434 days,keine Immunität,116305,2020-02-27,2021-05-06
434 days,Impfschutz abgelaufen,6816,2020-02-27,2021-05-06
434 days,Partiell geimpft,23005,2020-02-27,2021-05-06
434 days,Grundimmunisiert,21562,2020-02-27,2021-05-06
434 days,Auffrischimpfung,3,2020-02-27,2021-05-06
434 days,durch Infektion immunisiert,29044,2020-02-27,2021-05-06
435 days,keine Immunität,115129,2020-02-27,2021-05-07
435 days,Impfschutz abgelaufen,7059,2020-02-27,2021-05-07
435 days,Partiell geimpft,23091,2020-02-27,2021-05-07
435 days,Grundimmunisiert,22540,2020-02-27,2021-05-07
435 days,Auffrischimpfung,3,2020-02-27,2021-05-07
435 days,durch Infektion immunisiert,28913,2020-02-27,2021-05-07
436 days,keine Immunität,113834,2020-02-27,2021-05-08
436 days,Impfschutz abgelaufen,7212,2020-02-27,2021-05-08
436 days,Partiell geimpft,24224,2020-02-27,2021-05-08
436 days,Grundimmunisiert,22558,2020-02-27,2021-05-08
436 days,Auffrischimpfung,3,2020-02-27,2021-05-08
436 days,durch Infektion immunisiert,28904,2020-02-27,2021-05-08
437 days,keine Immunität,112967,2020-02-27,2021-05-09
437 days,Impfschutz abgelaufen,7484,2020-02-27,2021-05-09
437 days,Partiell geimpft,25010,2020-02-27,2021-05-09
437 days,Grundimmunisiert,22562,2020-02-27,2021-05-09
437 days,Auffrischimpfung,3,2020-02-27,2021-05-09
437 days,durch Infektion immunisiert,28709,2020-02-27,2021-05-09
438 days,keine Immunität,112241,2020-02-27,2021-05-10
438 days,Impfschutz abgelaufen,7707,2020-02-27,2021-05-10
438 days,Partiell geimpft,24528,2020-02-27,2021-05-10
438 days,Grundimmunisiert,23649,2020-02-27,2021-05-10
438 days,Auffrischimpfung,3,2020-02-27,2021-05-10
438 days,durch Infektion immunisiert,28607,2020-02-27,2021-05-10
439 days,keine Immunität,110844,2020-02-27,2021-05-11
439 days,Impfschutz abgelaufen,7950,2020-02-27,2021-05-11
439 days,Partiell geimpft,25226,2020-02-27,2021-05-11
439 days,Grundimmunisiert,24267,2020-02-27,2021-05-11
439 days,Auffrischimpfung,3,2020-02-27,2021-05-11
439 days,durch Infektion immunisiert,28445,2020-02-27,2021-05-11
440 days,keine Immunität,109089,2020-02-27,2021-05-12
440 days,Impfschutz abgelaufen,8211,2020-02-27,2021-05-12
440 days,Partiell geimpft,26577,2020-02-27,2021-05-12
440 days,Grundimmunisiert,24562,2020-02-27,2021-05-12
440 days,Auffrischimpfung,3,2020-02-27,2021-05-12
440 days,durch Infektion immunisiert,28293,2020-02-27,2021-05-12
441 days,keine Immunität,107203,2020-02-27,2021-05-13
441 days,Impfschutz abgelaufen,8479,2020-02-27,2021-05-13
441 days,Partiell geimpft,28389,2020-02-27,2021-05-13
441 days,Grundimmunisiert,24604,2020-02-27,2021-05-13
441 days,Auffrischimpfung,3,2020-02-27,2021-05-13
441 days,durch Infektion immunisiert,28057,2020-02-27,2021-05-13
442 days,keine Immunität,105177,2020-02-27,2021-05-14
442 days,Impfschutz abgelaufen,8677,2020-02-27,2021-05-14
