day,status,count,first_day,date
378 days,durch Infektion geimpft,10018,2020-02-27,2021-03-11
379 days,kein Impfschutz,170812,2020-02-27,2021-03-12
379 days,Impfschutz abgelaufen,17,2020-02-27,2021-03-12
379 days,Partiell geimpft,4167,2020-02-27,2021-03-12
379 days,Vollständig geimpft,11698,2020-02-27,2021-03-12
379 days,Auffrischimpfung,3,2020-02-27,2021-03-12
379 days,durch Infektion geimpft,10038,2020-02-27,2021-03-12
380 days,kein Impfschutz,170786,2020-02-27,2021-03-13
380 days,Impfschutz abgelaufen,20,2020-02-27,2021-03-13
380 days,Partiell geimpft,4166,2020-02-27,2021-03-13
380 days,Vollständig geimpft,11699,2020-02-27,2021-03-13
380 days,Auffrischimpfung,3,2020-02-27,2021-03-13
380 days,durch Infektion geimpft,10061,2020-02-27,2021-03-13
381 days,kein Impfschutz,170772,2020-02-27,2021-03-14
381 days,Impfschutz abgelaufen,25,2020-02-27,2021-03-14
381 days,Partiell geimpft,4166,2020-02-27,2021-03-14
381 days,Vollständig geimpft,11699,2020-02-27,2021-03-14
381 days,Auffrischimpfung,3,2020-02-27,2021-03-14
381 days,durch Infektion geimpft,10070,2020-02-27,2021-03-14
382 days,kein Impfschutz,170729,2020-02-27,2021-03-15
382 days,Impfschutz abgelaufen,35,2020-02-27,2021-03-15
382 days,Partiell geimpft,4122,2020-02-27,2021-03-15
382 days,Vollständig geimpft,11754,2020-02-27,2021-03-15
382 days,Auffrischimpfung,3,2020-02-27,2021-03-15
382 days,durch Infektion geimpft,10092,2020-02-27,2021-03-15
383 days,kein Impfschutz,170677,2020-02-27,2021-03-16
383 days,Impfschutz abgelaufen,41,2020-02-27,2021-03-16
383 days,Partiell geimpft,4098,2020-02-27,2021-03-16
383 days,Vollständig geimpft,11800,2020-02-27,2021-03-16
383 days,Auffrischimpfung,3,2020-02-27,2021-03-16
383 days,durch Infektion geimpft,10116,2020-02-27,2021-03-16
384 days,kein Impfschutz,170622,2020-02-27,2021-03-17
384 days,Impfschutz abgelaufen,63,2020-02-27,2021-03-17
384 days,Partiell geimpft,4005,2020-02-27,2021-03-17
384 days,Vollständig geimpft,11920,2020-02-27,2021-03-17
384 days,Auffrischimpfung,3,2020-02-27,2021-03-17
384 days,durch Infektion geimpft,10122,2020-02-27,2021-03-17
385 days,kein Impfschutz,170043,2020-02-27,2021-03-18
385 days,Impfschutz abgelaufen,87,2020-02-27,2021-03-18
385 days,Partiell geimpft,4492,2020-02-27,2021-03-18
385 days,Vollständig geimpft,11979,2020-02-27,2021-03-18
385 days,Auffrischimpfung,3,2020-02-27,2021-03-18
385 days,durch Infektion geimpft,10131,2020-02-27,2021-03-18
386 days,kein Impfschutz,169996,2020-02-27,2021-03-19
386 days,Impfschutz abgelaufen,99,2020-02-27,2021-03-19
386 days,Partiell geimpft,4486,2020-02-27,2021-03-19
386 days,Vollständig geimpft,12006,2020-02-27,2021-03-19
386 days,Auffrischimpfung,3,2020-02-27,2021-03-19
386 days,durch Infektion geimpft,10145,2020-02-27,2021-03-19
387 days,kein Impfschutz,169969,2020-02-27,2021-03-20
387 days,Impfschutz abgelaufen,123,2020-02-27,2021-03-20
387 days,Partiell geimpft,4485,2020-02-27,2021-03-20
387 days,Vollständig geimpft,12008,2020-02-27,2021-03-20
387 days,Auffrischimpfung,3,2020-02-27,2021-03-20
387 days,durch Infektion geimpft,10147,2020-02-27,2021-03-20
388 days,kein Impfschutz,169953,2020-02-27,2021-03-21
388 days,Impfschutz abgelaufen,137,2020-02-27,2021-03-21
388 days,Partiell geimpft,4485,2020-02-27,2021-03-21
388 days,Vollständig geimpft,12008,2020-02-27,2021-03-21
388 days,Auffrischimpfung,3,2020-02-27,2021-03-21
388 days,durch Infektion geimpft,10149,2020-02-27,2021-03-21
389 days,kein Impfschutz,169902,2020-02-27,2021-03-22
389 days,Impfschutz abgelaufen,156,2020-02-27,2021-03-22
389 days,Partiell geimpft,4473,2020-02-27,2021-03-22
389 days,Vollständig geimpft,12041,2020-02-27,2021-03-22
389 days,Auffrischimpfung,3,2020-02-27,2021-03-22
389 days,durch Infektion geimpft,10160,2020-02-27,2021-03-22
390 days,kein Impfschutz,169776,2020-02-27,2021-03-23
390 days,Impfschutz abgelaufen,177,2020-02-27,2021-03-23
390 days,Partiell geimpft,4554,2020-02-27,2021-03-23
390 days,Vollständig geimpft,12057,2020-02-27,2021-03-23
390 days,Auffrischimpfung,3,2020-02-27,2021-03-23
390 days,durch Infektion geimpft,10168,2020-02-27,2021-03-23
391 days,kein Impfschutz,169438,2020-02-27,2021-03-24
391 days,Impfschutz abgelaufen,226,2020-02-27,2021-03-24
391 days,Partiell geimpft,3800,2020-02-27,2021-03-24
391 days,Vollständig geimpft,13103,2020-02-27,2021-03-24
391 days,Auffrischimpfung,3,2020-02-27,2021-03-24
391 days,durch Infektion geimpft,10165,2020-02-27,2021-03-24
392 days,kein Impfschutz,168431,2020-02-27,2021-03-25
392 days,Impfschutz abgelaufen,257,2020-02-27,2021-03-25
392 days,Partiell geimpft,4734,2020-02-27,2021-03-25
392 days,Vollständig geimpft,13143,2020-02-27,2021-03-25
392 days,Auffrischimpfung,3,2020-02-27,2021-03-25
392 days,durch Infektion geimpft,10167,2020-02-27,2021-03-25
393 days,kein Impfschutz,167441,2020-02-27,2021-03-26
393 days,Impfschutz abgelaufen,297,2020-02-27,2021-03-26
393 days,Partiell geimpft,5654,2020-02-27,2021-03-26
393 days,Vollständig geimpft,13170,2020-02-27,2021-03-26
393 days,Auffrischimpfung,3,2020-02-27,2021-03-26
393 days,durch Infektion geimpft,10170,2020-02-27,2021-03-26
394 days,kein Impfschutz,167408,2020-02-27,2021-03-27
394 days,Impfschutz abgelaufen,346,2020-02-27,2021-03-27
394 days,Partiell geimpft,5657,2020-02-27,2021-03-27
394 days,Vollständig geimpft,13170,2020-02-27,2021-03-27
394 days,Auffrischimpfung,3,2020-02-27,2021-03-27
394 days,durch Infektion geimpft,10151,2020-02-27,2021-03-27
395 days,kein Impfschutz,167371,2020-02-27,2021-03-28
395 days,Impfschutz abgelaufen,386,2020-02-27,2021-03-28
395 days,Partiell geimpft,5676,2020-02-27,2021-03-28
395 days,Vollständig geimpft,13170,2020-02-27,2021-03-28
395 days,Auffrischimpfung,3,2020-02-27,2021-03-28
395 days,durch Infektion geimpft,10129,2020-02-27,2021-03-28
396 days,kein Impfschutz,167049,2020-02-27,2021-03-29
396 days,Impfschutz abgelaufen,416,2020-02-27,2021-03-29
396 days,Partiell geimpft,4818,2020-02-27,2021-03-29
396 days,Vollständig geimpft,14313,2020-02-27,2021-03-29
396 days,Auffrischimpfung,3,2020-02-27,2021-03-29
396 days,durch Infektion geimpft,10136,2020-02-27,2021-03-29
397 days,kein Impfschutz,166018,2020-02-27,2021-03-30
397 days,Impfschutz abgelaufen,470,2020-02-27,2021-03-30
397 days,Partiell geimpft,5754,2020-02-27,2021-03-30
397 days,Vollständig geimpft,14372,2020-02-27,2021-03-30
397 days,Auffrischimpfung,3,2020-02-27,2021-03-30
397 days,durch Infektion geimpft,10118,2020-02-27,2021-03-30
398 days,kein Impfschutz,165906,2020-02-27,2021-03-31
398 days,Impfschutz abgelaufen,514,2020-02-27,2021-03-31
398 days,Partiell geimpft,5617,2020-02-27,2021-03-31
398 days,Vollständig geimpft,14560,2020-02-27,2021-03-31
398 days,Auffrischimpfung,3,2020-02-27,2021-03-31
398 days,durch Infektion geimpft,10135,2020-02-27,2021-03-31
399 days,kein Impfschutz,165227,2020-02-27,2021-04-01
399 days,Impfschutz abgelaufen,545,2020-02-27,2021-04-01
399 days,Partiell geimpft,5566,2020-02-27,2021-04-01
399 days,Vollständig geimpft,15250,2020-02-27,2021-04-01
399 days,Auffrischimpfung,3,2020-02-27,2021-04-01
399 days,durch Infektion geimpft,10144,2020-02-27,2021-04-01
400 days,kein Impfschutz,165197,2020-02-27,2021-04-02
400 days,Impfschutz abgelaufen,582,2020-02-27,2021-04-02
400 days,Partiell geimpft,5568,2020-02-27,2021-04-02
400 days,Vollständig geimpft,15251,2020-02-27,2021-04-02
400 days,Auffrischimpfung,3,2020-02-27,2021-04-02
400 days,durch Infektion geimpft,10134,2020-02-27,2021-04-02
401 days,kein Impfschutz,165126,2020-02-27,2021-04-03
401 days,Impfschutz abgelaufen,615,2020-02-27,2021-04-03
401 days,Partiell geimpft,5619,2020-02-27,2021-04-03
401 days,Vollständig geimpft,15252,2020-02-27,2021-04-03
401 days,Auffrischimpfung,3,2020-02-27,2021-04-03
401 days,durch Infektion geimpft,10120,2020-02-27,2021-04-03
402 days,kein Impfschutz,165097,2020-02-27,2021-04-04
402 days,Impfschutz abgelaufen,635,2020-02-27,2021-04-04
402 days,Partiell geimpft,5619,2020-02-27,2021-04-04
402 days,Vollständig geimpft,15252,2020-02-27,2021-04-04
402 days,Auffrischimpfung,3,2020-02-27,2021-04-04
402 days,durch Infektion geimpft,10129,2020-02-27,2021-04-04
403 days,kein Impfschutz,165072,2020-02-27,2021-04-05
403 days,Impfschutz abgelaufen,667,2020-02-27,2021-04-05
403 days,Partiell geimpft,5617,2020-02-27,2021-04-05
403 days,Vollständig geimpft,15254,2020-02-27,2021-04-05
403 days,Auffrischimpfung,3,2020-02-27,2021-04-05
403 days,durch Infektion geimpft,10122,2020-02-27,2021-04-05
404 days,kein Impfschutz,164935,2020-02-27,2021-04-06
404 days,Impfschutz abgelaufen,690,2020-02-27,2021-04-06
404 days,Partiell geimpft,5589,2020-02-27,2021-04-06
404 days,Vollständig geimpft,15390,2020-02-27,2021-04-06
404 days,Auffrischimpfung,3,2020-02-27,2021-04-06
404 days,durch Infektion geimpft,10128,2020-02-27,2021-04-06
405 days,kein Impfschutz,164808,2020-02-27,2021-04-07
405 days,Impfschutz abgelaufen,715,2020-02-27,2021-04-07
405 days,Partiell geimpft,5451,2020-02-27,2021-04-07
405 days,Vollständig geimpft,15618,2020-02-27,2021-04-07
405 days,Auffrischimpfung,3,2020-02-27,2021-04-07
405 days,durch Infektion geimpft,10140,2020-02-27,2021-04-07
406 days,kein Impfschutz,164556,2020-02-27,2021-04-08
406 days,Impfschutz abgelaufen,746,2020-02-27,2021-04-08
406 days,Partiell geimpft,4984,2020-02-27,2021-04-08
406 days,Vollständig geimpft,16276,2020-02-27,2021-04-08
406 days,Auffrischimpfung,3,2020-02-27,2021-04-08
406 days,durch Infektion geimpft,10170,2020-02-27,2021-04-08
407 days,kein Impfschutz,163526,2020-02-27,2021-04-09
407 days,Impfschutz abgelaufen,765,2020-02-27,2021-04-09
407 days,Partiell geimpft,5930,2020-02-27,2021-04-09
407 days,Vollständig geimpft,16325,2020-02-27,2021-04-09
407 days,Auffrischimpfung,3,2020-02-27,2021-04-09
407 days,durch Infektion geimpft,10186,2020-02-27,2021-04-09
408 days,kein Impfschutz,163485,2020-02-27,2021-04-10
408 days,Impfschutz abgelaufen,775,2020-02-27,2021-04-10
408 days,Partiell geimpft,5936,2020-02-27,2021-04-10
408 days,Vollständig geimpft,16325,2020-02-27,2021-04-10
408 days,Auffrischimpfung,3,2020-02-27,2021-04-10
408 days,durch Infektion geimpft,10211,2020-02-27,2021-04-10
409 days,kein Impfschutz,163457,2020-02-27,2021-04-11
409 days,Impfschutz abgelaufen,794,2020-02-27,2021-04-11
409 days,Partiell geimpft,5936,2020-02-27,2021-04-11
409 days,Vollständig geimpft,16325,2020-02-27,2021-04-11
409 days,Auffrischimpfung,3,2020-02-27,2021-04-11
409 days,durch Infektion geimpft,10220,2020-02-27,2021-04-11
410 days,kein Impfschutz,162257,2020-02-27,2021-04-12
410 days,Impfschutz abgelaufen,806,2020-02-27,2021-04-12
410 days,Partiell geimpft,7082,2020-02-27,2021-04-12
410 days,Vollständig geimpft,16341,2020-02-27,2021-04-12
410 days,Auffrischimpfung,3,2020-02-27,2021-04-12
410 days,durch Infektion geimpft,10246,2020-02-27,2021-04-12
411 days,kein Impfschutz,161593,2020-02-27,2021-04-13
411 days,Impfschutz abgelaufen,812,2020-02-27,2021-04-13
411 days,Partiell geimpft,7696,2020-02-27,2021-04-13
411 days,Vollständig geimpft,16369,2020-02-27,2021-04-13
411 days,Auffrischimpfung,3,2020-02-27,2021-04-13
411 days,durch Infektion geimpft,10262,2020-02-27,2021-04-13
412 days,kein Impfschutz,161223,2020-02-27,2021-04-14
412 days,Impfschutz abgelaufen,825,2020-02-27,2021-04-14
412 days,Partiell geimpft,7989,2020-02-27,2021-04-14
412 days,Vollständig geimpft,16393,2020-02-27,2021-04-14
412 days,Auffrischimpfung,3,2020-02-27,2021-04-14
412 days,durch Infektion geimpft,10302,2020-02-27,2021-04-14
413 days,kein Impfschutz,161009,2020-02-27,2021-04-15
413 days,Impfschutz abgelaufen,839,2020-02-27,2021-04-15
413 days,Partiell geimpft,7575,2020-02-27,2021-04-15
413 days,Vollständig geimpft,16969,2020-02-27,2021-04-15
413 days,Auffrischimpfung,3,2020-02-27,2021-04-15
413 days,durch Infektion geimpft,10340,2020-02-27,2021-04-15
414 days,kein Impfschutz,160790,2020-02-27,2021-04-16
414 days,Impfschutz abgelaufen,842,2020-02-27,2021-04-16
414 days,Partiell geimpft,7720,2020-02-27,2021-04-16
414 days,Vollständig geimpft,16992,2020-02-27,2021-04-16
414 days,Auffrischimpfung,3,2020-02-27,2021-04-16
414 days,durch Infektion geimpft,10388,2020-02-27,2021-04-16
415 days,kein Impfschutz,160741,2020-02-27,2021-04-17
415 days,Impfschutz abgelaufen,848,2020-02-27,2021-04-17
415 days,Partiell geimpft,7727,2020-02-27,2021-04-17
415 days,Vollständig geimpft,16992,2020-02-27,2021-04-17
415 days,Auffrischimpfung,3,2020-02-27,2021-04-17
415 days,durch Infektion geimpft,10424,2020-02-27,2021-04-17
416 days,kein Impfschutz,160723,2020-02-27,2021-04-18
416 days,Impfschutz abgelaufen,858,2020-02-27,2021-04-18
416 days,Partiell geimpft,7730,2020-02-27,2021-04-18
416 days,Vollständig geimpft,16992,2020-02-27,2021-04-18
416 days,Auffrischimpfung,3,2020-02-27,2021-04-18
416 days,durch Infektion geimpft,10429,2020-02-27,2021-04-18
417 days,kein Impfschutz,159421,2020-02-27,2021-04-19
417 days,Impfschutz abgelaufen,858,2020-02-27,2021-04-19
417 days,Partiell geimpft,8944,2020-02-27,2021-04-19
417 days,Vollständig geimpft,17032,2020-02-27,2021-04-19
417 days,Auffrischimpfung,3,2020-02-27,2021-04-19
417 days,durch Infektion geimpft,10477,2020-02-27,2021-04-19
418 days,kein Impfschutz,158132,2020-02-27,2021-04-20
418 days,Impfschutz abgelaufen,860,2020-02-27,2021-04-20
418 days,Partiell geimpft,10085,2020-02-27,2021-04-20
418 days,Vollständig geimpft,17114,2020-02-27,2021-04-20
418 days,Auffrischimpfung,3,2020-02-27,2021-04-20
418 days,durch Infektion geimpft,10541,2020-02-27,2021-04-20
419 days,kein Impfschutz,157130,2020-02-27,2021-04-21
419 days,Impfschutz abgelaufen,858,2020-02-27,2021-04-21
419 days,Partiell geimpft,10793,2020-02-27,2021-04-21
419 days,Vollständig geimpft,17343,2020-02-27,2021-04-21
419 days,Auffrischimpfung,3,2020-02-27,2021-04-21
419 days,durch Infektion geimpft,10608,2020-02-27,2021-04-21
420 days,kein Impfschutz,156087,2020-02-27,2021-04-22
420 days,Impfschutz abgelaufen,862,2020-02-27,2021-04-22
420 days,Partiell geimpft,10864,2020-02-27,2021-04-22
420 days,Vollständig geimpft,18260,2020-02-27,2021-04-22
420 days,Auffrischimpfung,3,2020-02-27,2021-04-22
420 days,durch Infektion geimpft,10659,2020-02-27,2021-04-22
421 days,kein Impfschutz,154918,2020-02-27,2021-04-23
421 days,Impfschutz abgelaufen,862,2020-02-27,2021-04-23
421 days,Partiell geimpft,11079,2020-02-27,2021-04-23
421 days,Vollständig geimpft,19166,2020-02-27,2021-04-23
421 days,Auffrischimpfung,4,2020-02-27,2021-04-23
421 days,durch Infektion geimpft,10706,2020-02-27,2021-04-23
422 days,kein Impfschutz,153112,2020-02-27,2021-04-24
422 days,Impfschutz abgelaufen,855,2020-02-27,2021-04-24
422 days,Partiell geimpft,12833,2020-02-27,2021-04-24
422 days,Vollständig geimpft,19198,2020-02-27,2021-04-24
422 days,Auffrischimpfung,4,2020-02-27,2021-04-24
422 days,durch Infektion geimpft,10733,2020-02-27,2021-04-24
423 days,kein Impfschutz,152089,2020-02-27,2021-04-25
423 days,Impfschutz abgelaufen,851,2020-02-27,2021-04-25
423 days,Partiell geimpft,13793,2020-02-27,2021-04-25
423 days,Vollständig geimpft,19232,2020-02-27,2021-04-25
423 days,Auffrischimpfung,4,2020-02-27,2021-04-25
423 days,durch Infektion geimpft,10766,2020-02-27,2021-04-25
424 days,kein Impfschutz,150689,2020-02-27,2021-04-26
424 days,Impfschutz abgelaufen,847,2020-02-27,2021-04-26
424 days,Partiell geimpft,14939,2020-02-27,2021-04-26
424 days,Vollständig geimpft,19453,2020-02-27,2021-04-26
424 days,Auffrischimpfung,4,2020-02-27,2021-04-26
424 days,durch Infektion geimpft,10803,2020-02-27,2021-04-26
425 days,kein Impfschutz,149666,2020-02-27,2021-04-27
425 days,Impfschutz abgelaufen,843,2020-02-27,2021-04-27
425 days,Partiell geimpft,14846,2020-02-27,2021-04-27
425 days,Vollständig geimpft,20510,2020-02-27,2021-04-27
425 days,Auffrischimpfung,4,2020-02-27,2021-04-27
425 days,durch Infektion geimpft,10866,2020-02-27,2021-04-27
426 days,kein Impfschutz,147742,2020-02-27,2021-04-28
426 days,Impfschutz abgelaufen,832,2020-02-27,2021-04-28
426 days,Partiell geimpft,16604,2020-02-27,2021-04-28
426 days,Vollständig geimpft,20633,2020-02-27,2021-04-28
426 days,Auffrischimpfung,4,2020-02-27,2021-04-28
426 days,durch Infektion geimpft,10920,2020-02-27,2021-04-28
427 days,kein Impfschutz,147038,2020-02-27,2021-04-29
427 days,Impfschutz abgelaufen,833,2020-02-27,2021-04-29
427 days,Partiell geimpft,16633,2020-02-27,2021-04-29
427 days,Vollständig geimpft,21270,2020-02-27,2021-04-29
427 days,Auffrischimpfung,4,2020-02-27,2021-04-29
427 days,durch Infektion geimpft,10957,2020-02-27,2021-04-29
428 days,kein Impfschutz,146918,2020-02-27,2021-04-30
428 days,Impfschutz abgelaufen,835,2020-02-27,2021-04-30
428 days,Partiell geimpft,16637,2020-02-27,2021-04-30
428 days,Vollständig geimpft,21337,2020-02-27,2021-04-30
428 days,Auffrischimpfung,4,2020-02-27,2021-04-30
428 days,durch Infektion geimpft,11004,2020-02-27,2021-04-30
429 days,kein Impfschutz,144787,2020-02-27,2021-05-01
429 days,Impfschutz abgelaufen,818,2020-02-27,2021-05-01
429 days,Partiell geimpft,18674,2020-02-27,2021-05-01
429 days,Vollständig geimpft,21383,2020-02-27,2021-05-01
429 days,Auffrischimpfung,4,2020-02-27,2021-05-01
429 days,durch Infektion geimpft,11069,2020-02-27,2021-05-01
430 days,kein Impfschutz,144735,2020-02-27,2021-05-02
430 days,Impfschutz abgelaufen,819,2020-02-27,2021-05-02
430 days,Partiell geimpft,18701,2020-02-27,2021-05-02
430 days,Vollständig geimpft,21383,2020-02-27,2021-05-02
430 days,Auffrischimpfung,4,2020-02-27,2021-05-02
430 days,durch Infektion geimpft,11093,2020-02-27,2021-05-02
431 days,kein Impfschutz,143240,2020-02-27,2021-05-03
431 days,Impfschutz abgelaufen,809,2020-02-27,2021-05-03
431 days,Partiell geimpft,20059,2020-02-27,2021-05-03
431 days,Vollständig geimpft,21497,2020-02-27,2021-05-03
431 days,Auffrischimpfung,4,2020-02-27,2021-05-03
431 days,durch Infektion geimpft,11126,2020-02-27,2021-05-03
432 days,kein Impfschutz,141794,2020-02-27,2021-05-04
432 days,Impfschutz abgelaufen,803,2020-02-27,2021-05-04
432 days,Partiell geimpft,21353,2020-02-27,2021-05-04
432 days,Vollständig geimpft,21606,2020-02-27,2021-05-04
432 days,Auffrischimpfung,4,2020-02-27,2021-05-04
432 days,durch Infektion geimpft,11175,2020-02-27,2021-05-04
433 days,kein Impfschutz,141663,2020-02-27,2021-05-05
433 days,Impfschutz abgelaufen,805,2020-02-27,2021-05-05
433 days,Partiell geimpft,21369,2020-02-27,2021-05-05
433 days,Vollständig geimpft,21693,2020-02-27,2021-05-05
433 days,Auffrischimpfung,4,2020-02-27,2021-05-05
433 days,durch Infektion geimpft,11201,2020-02-27,2021-05-05
434 days,kein Impfschutz,139778,2020-02-27,2021-05-06
434 days,Impfschutz abgelaufen,792,2020-02-27,2021-05-06
434 days,Partiell geimpft,23006,2020-02-27,2021-05-06
434 days,Vollständig geimpft,21915,2020-02-27,2021-05-06
434 days,Auffrischimpfung,4,2020-02-27,2021-05-06
434 days,durch Infektion geimpft,11240,2020-02-27,2021-05-06
435 days,kein Impfschutz,138675,2020-02-27,2021-05-07
435 days,Impfschutz abgelaufen,787,2020-02-27,2021-05-07
435 days,Partiell geimpft,23089,2020-02-27,2021-05-07
435 days,Vollständig geimpft,22907,2020-02-27,2021-05-07
435 days,Auffrischimpfung,4,2020-02-27,2021-05-07
435 days,durch Infektion geimpft,11273,2020-02-27,2021-05-07
436 days,kein Impfschutz,137477,2020-02-27,2021-05-08
436 days,Impfschutz abgelaufen,775,2020-02-27,2021-05-08
436 days,Partiell geimpft,24213,2020-02-27,2021-05-08
436 days,Vollständig geimpft,22945,2020-02-27,2021-05-08
436 days,Auffrischimpfung,4,2020-02-27,2021-05-08
436 days,durch Infektion geimpft,11321,2020-02-27,2021-05-08
437 days,kein Impfschutz,136655,2020-02-27,2021-05-09
437 days,Impfschutz abgelaufen,776,2020-02-27,2021-05-09
437 days,Partiell geimpft,25002,2020-02-27,2021-05-09
437 days,Vollständig geimpft,22954,2020-02-27,2021-05-09
437 days,Auffrischimpfung,4,2020-02-27,2021-05-09
437 days,durch Infektion geimpft,11344,2020-02-27,2021-05-09
438 days,kein Impfschutz,136002,2020-02-27,2021-05-10
438 days,Impfschutz abgelaufen,775,2020-02-27,2021-05-10
438 days,Partiell geimpft,24521,2020-02-27,2021-05-10
438 days,Vollständig geimpft,24052,2020-02-27,2021-05-10
438 days,Auffrischimpfung,4,2020-02-27,2021-05-10
438 days,durch Infektion geimpft,11381,2020-02-27,2021-05-10
439 days,kein Impfschutz,134659,2020-02-27,2021-05-11
439 days,Impfschutz abgelaufen,768,2020-02-27,2021-05-11
439 days,Partiell geimpft,25215,2020-02-27,2021-05-11
439 days,Vollständig geimpft,24681,2020-02-27,2021-05-11
439 days,Auffrischimpfung,4,2020-02-27,2021-05-11
439 days,durch Infektion geimpft,11408,2020-02-27,2021-05-11
440 days,kein Impfschutz,132978,2020-02-27,2021-05-12
440 days,Impfschutz abgelaufen,759,2020-02-27,2021-05-12
440 days,Partiell geimpft,26559,2020-02-27,2021-05-12
440 days,Vollständig geimpft,24993,2020-02-27,2021-05-12
440 days,Auffrischimpfung,4,2020-02-27,2021-05-12
440 days,durch Infektion geimpft,11442,2020-02-27,2021-05-12
441 days,kein Impfschutz,131123,2020-02-27,2021-05-13
441 days,Impfschutz abgelaufen,748,2020-02-27,2021-05-13
441 days,Partiell geimpft,28359,2020-02-27,2021-05-13
441 days,Vollständig geimpft,25048,2020-02-27,2021-05-13
441 days,Auffrischimpfung,4,2020-02-27,2021-05-13
441 days,durch Infektion geimpft,11453,2020-02-27,2021-05-13
442 days,kein Impfschutz,129128,2020-02-27,2021-05-14
442 days,Impfschutz abgelaufen,736,2020-02-27,2021-05-14
442 days,Partiell geimpft,30246,2020-02-27,2021-05-14
442 days,Vollständig geimpft,25158,2020-02-27,2021-05-14
442 days,Auffrischimpfung,4,2020-02-27,2021-05-14
442 days,durch Infektion geimpft,11463,2020-02-27,2021-05-14
443 days,kein Impfschutz,127214,2020-02-27,2021-05-15
443 days,Impfschutz abgelaufen,726,2020-02-27,2021-05-15
443 days,Partiell geimpft,32107,2020-02-27,2021-05-15
443 days,Vollständig geimpft,25203,2020-02-27,2021-05-15
443 days,Auffrischimpfung,4,2020-02-27,2021-05-15
443 days,durch Infektion geimpft,11481,2020-02-27,2021-05-15
444 days,kein Impfschutz,125862,2020-02-27,2021-05-16
444 days,Impfschutz abgelaufen,717,2020-02-27,2021-05-16
444 days,Partiell geimpft,33416,2020-02-27,2021-05-16
444 days,Vollständig geimpft,25240,2020-02-27,2021-05-16
444 days,Auffrischimpfung,4,2020-02-27,2021-05-16
444 days,durch Infektion geimpft,11496,2020-02-27,2021-05-16
445 days,kein Impfschutz,125216,2020-02-27,2021-05-17
445 days,Impfschutz abgelaufen,716,2020-02-27,2021-05-17
445 days,Partiell geimpft,32709,2020-02-27,2021-05-17
445 days,Vollständig geimpft,26567,2020-02-27,2021-05-17
445 days,Auffrischimpfung,4,2020-02-27,2021-05-17
445 days,durch Infektion geimpft,11523,2020-02-27,2021-05-17
446 days,kein Impfschutz,125087,2020-02-27,2021-05-18
446 days,Impfschutz abgelaufen,715,2020-02-27,2021-05-18
446 days,Partiell geimpft,31567,2020-02-27,2021-05-18
446 days,Vollständig geimpft,27821,2020-02-27,2021-05-18
446 days,Auffrischimpfung,4,2020-02-27,2021-05-18
446 days,durch Infektion geimpft,11541,2020-02-27,2021-05-18
447 days,kein Impfschutz,124287,2020-02-27,2021-05-19
447 days,Impfschutz abgelaufen,715,2020-02-27,2021-05-19
447 days,Partiell geimpft,31385,2020-02-27,2021-05-19
447 days,Vollständig geimpft,28783,2020-02-27,2021-05-19
447 days,Auffrischimpfung,4,2020-02-27,2021-05-19
447 days,durch Infektion geimpft,11561,2020-02-27,2021-05-19
448 days,kein Impfschutz,122808,2020-02-27,2021-05-20
448 days,Impfschutz abgelaufen,707,2020-02-27,2021-05-20
448 days,Partiell geimpft,31796,2020-02-27,2021-05-20
448 days,Vollständig geimpft,29844,2020-02-27,2021-05-20
448 days,Auffrischimpfung,4,2020-02-27,2021-05-20
448 days,durch Infektion geimpft,11576,2020-02-27,2021-05-20
449 days,kein Impfschutz,121877,2020-02-27,2021-05-21
449 days,Impfschutz abgelaufen,706,2020-02-27,2021-05-21
449 days,Partiell geimpft,31424,2020-02-27,2021-05-21
449 days,Vollständig geimpft,31127,2020-02-27,2021-05-21
449 days,Auffrischimpfung,4,2020-02-27,2021-05-21
449 days,durch Infektion geimpft,11597,2020-02-27,2021-05-21
450 days,kein Impfschutz,120959,2020-02-27,2021-05-22
450 days,Impfschutz abgelaufen,701,2020-02-27,2021-05-22
450 days,Partiell geimpft,30615,2020-02-27,2021-05-22
450 days,Vollständig geimpft,32843,2020-02-27,2021-05-22
450 days,Auffrischimpfung,4,2020-02-27,2021-05-22
450 days,durch Infektion geimpft,11613,2020-02-27,2021-05-22
451 days,kein Impfschutz,120000,2020-02-27,2021-05-23
451 days,Impfschutz abgelaufen,694,2020-02-27,2021-05-23
451 days,Partiell geimpft,30641,2020-02-27,2021-05-23
451 days,Vollständig geimpft,33780,2020-02-27,2021-05-23
451 days,Auffrischimpfung,4,2020-02-27,2021-05-23
451 days,durch Infektion geimpft,11616,2020-02-27,2021-05-23
452 days,kein Impfschutz,118998,2020-02-27,2021-05-24
452 days,Impfschutz abgelaufen,690,2020-02-27,2021-05-24
452 days,Partiell geimpft,30294,2020-02-27,2021-05-24
452 days,Vollständig geimpft,35124,2020-02-27,2021-05-24
452 days,Auffrischimpfung,5,2020-02-27,2021-05-24
452 days,durch Infektion geimpft,11624,2020-02-27,2021-05-24
453 days,kein Impfschutz,117960,2020-02-27,2021-05-25
453 days,Impfschutz abgelaufen,686,2020-02-27,2021-05-25
453 days,Partiell geimpft,30269,2020-02-27,2021-05-25
453 days,Vollständig geimpft,36179,2020-02-27,2021-05-25
453 days,Auffrischimpfung,5,2020-02-27,2021-05-25
453 days,durch Infektion geimpft,11636,2020-02-27,2021-05-25
