day,status,count,first_day,date
403 days,Auffrischimpfung,1,2020-02-27,2021-04-05
403 days,durch Infektion geimpft,9903,2020-02-27,2021-04-05
404 days,kein Impfschutz,164945,2020-02-27,2021-04-06
404 days,Impfschutz abgelaufen,1013,2020-02-27,2021-04-06
404 days,Partiell geimpft,5544,2020-02-27,2021-04-06
404 days,Vollständig geimpft,15307,2020-02-27,2021-04-06
404 days,Auffrischimpfung,1,2020-02-27,2021-04-06
404 days,durch Infektion geimpft,9925,2020-02-27,2021-04-06
405 days,kein Impfschutz,164817,2020-02-27,2021-04-07
405 days,Impfschutz abgelaufen,1018,2020-02-27,2021-04-07
405 days,Partiell geimpft,5405,2020-02-27,2021-04-07
405 days,Vollständig geimpft,15531,2020-02-27,2021-04-07
405 days,Auffrischimpfung,1,2020-02-27,2021-04-07
405 days,durch Infektion geimpft,9963,2020-02-27,2021-04-07
406 days,kein Impfschutz,164565,2020-02-27,2021-04-08
406 days,Impfschutz abgelaufen,1019,2020-02-27,2021-04-08
406 days,Partiell geimpft,4937,2020-02-27,2021-04-08
406 days,Vollständig geimpft,16184,2020-02-27,2021-04-08
406 days,Auffrischimpfung,1,2020-02-27,2021-04-08
406 days,durch Infektion geimpft,10029,2020-02-27,2021-04-08
407 days,kein Impfschutz,163533,2020-02-27,2021-04-09
407 days,Impfschutz abgelaufen,1027,2020-02-27,2021-04-09
407 days,Partiell geimpft,5885,2020-02-27,2021-04-09
407 days,Vollständig geimpft,16228,2020-02-27,2021-04-09
407 days,Auffrischimpfung,1,2020-02-27,2021-04-09
407 days,durch Infektion geimpft,10061,2020-02-27,2021-04-09
408 days,kein Impfschutz,163491,2020-02-27,2021-04-10
408 days,Impfschutz abgelaufen,1029,2020-02-27,2021-04-10
408 days,Partiell geimpft,5890,2020-02-27,2021-04-10
408 days,Vollständig geimpft,16226,2020-02-27,2021-04-10
408 days,Auffrischimpfung,1,2020-02-27,2021-04-10
408 days,durch Infektion geimpft,10098,2020-02-27,2021-04-10
409 days,kein Impfschutz,163463,2020-02-27,2021-04-11
409 days,Impfschutz abgelaufen,1031,2020-02-27,2021-04-11
409 days,Partiell geimpft,5889,2020-02-27,2021-04-11
409 days,Vollständig geimpft,16225,2020-02-27,2021-04-11
409 days,Auffrischimpfung,1,2020-02-27,2021-04-11
409 days,durch Infektion geimpft,10126,2020-02-27,2021-04-11
410 days,kein Impfschutz,162261,2020-02-27,2021-04-12
410 days,Impfschutz abgelaufen,1031,2020-02-27,2021-04-12
410 days,Partiell geimpft,7034,2020-02-27,2021-04-12
410 days,Vollständig geimpft,16236,2020-02-27,2021-04-12
410 days,Auffrischimpfung,1,2020-02-27,2021-04-12
410 days,durch Infektion geimpft,10172,2020-02-27,2021-04-12
411 days,kein Impfschutz,161593,2020-02-27,2021-04-13
411 days,Impfschutz abgelaufen,1033,2020-02-27,2021-04-13
411 days,Partiell geimpft,7652,2020-02-27,2021-04-13
411 days,Vollständig geimpft,16257,2020-02-27,2021-04-13
411 days,Auffrischimpfung,1,2020-02-27,2021-04-13
411 days,durch Infektion geimpft,10199,2020-02-27,2021-04-13
412 days,kein Impfschutz,161221,2020-02-27,2021-04-14
412 days,Impfschutz abgelaufen,1034,2020-02-27,2021-04-14
412 days,Partiell geimpft,7947,2020-02-27,2021-04-14
412 days,Vollständig geimpft,16271,2020-02-27,2021-04-14
412 days,Auffrischimpfung,1,2020-02-27,2021-04-14
412 days,durch Infektion geimpft,10261,2020-02-27,2021-04-14
413 days,kein Impfschutz,161005,2020-02-27,2021-04-15
413 days,Impfschutz abgelaufen,1036,2020-02-27,2021-04-15
413 days,Partiell geimpft,7530,2020-02-27,2021-04-15
413 days,Vollständig geimpft,16844,2020-02-27,2021-04-15
413 days,Auffrischimpfung,1,2020-02-27,2021-04-15
413 days,durch Infektion geimpft,10319,2020-02-27,2021-04-15
414 days,kein Impfschutz,160784,2020-02-27,2021-04-16
414 days,Impfschutz abgelaufen,1040,2020-02-27,2021-04-16
414 days,Partiell geimpft,7676,2020-02-27,2021-04-16
414 days,Vollständig geimpft,16859,2020-02-27,2021-04-16
414 days,Auffrischimpfung,1,2020-02-27,2021-04-16
414 days,durch Infektion geimpft,10375,2020-02-27,2021-04-16
415 days,kein Impfschutz,160735,2020-02-27,2021-04-17
415 days,Impfschutz abgelaufen,1047,2020-02-27,2021-04-17
415 days,Partiell geimpft,7682,2020-02-27,2021-04-17
415 days,Vollständig geimpft,16854,2020-02-27,2021-04-17
415 days,Auffrischimpfung,1,2020-02-27,2021-04-17
415 days,durch Infektion geimpft,10416,2020-02-27,2021-04-17
416 days,kein Impfschutz,160718,2020-02-27,2021-04-18
416 days,Impfschutz abgelaufen,1058,2020-02-27,2021-04-18
416 days,Partiell geimpft,7685,2020-02-27,2021-04-18
416 days,Vollständig geimpft,16853,2020-02-27,2021-04-18
416 days,Auffrischimpfung,1,2020-02-27,2021-04-18
416 days,durch Infektion geimpft,10420,2020-02-27,2021-04-18
417 days,kein Impfschutz,159412,2020-02-27,2021-04-19
417 days,Impfschutz abgelaufen,1061,2020-02-27,2021-04-19
417 days,Partiell geimpft,8900,2020-02-27,2021-04-19
417 days,Vollständig geimpft,16882,2020-02-27,2021-04-19
417 days,Auffrischimpfung,1,2020-02-27,2021-04-19
417 days,durch Infektion geimpft,10479,2020-02-27,2021-04-19
418 days,kein Impfschutz,158116,2020-02-27,2021-04-20
418 days,Impfschutz abgelaufen,1071,2020-02-27,2021-04-20
418 days,Partiell geimpft,10046,2020-02-27,2021-04-20
418 days,Vollständig geimpft,16952,2020-02-27,2021-04-20
418 days,Auffrischimpfung,1,2020-02-27,2021-04-20
418 days,durch Infektion geimpft,10549,2020-02-27,2021-04-20
419 days,kein Impfschutz,157108,2020-02-27,2021-04-21
419 days,Impfschutz abgelaufen,1081,2020-02-27,2021-04-21
419 days,Partiell geimpft,10756,2020-02-27,2021-04-21
419 days,Vollständig geimpft,17166,2020-02-27,2021-04-21
419 days,Auffrischimpfung,1,2020-02-27,2021-04-21
419 days,durch Infektion geimpft,10623,2020-02-27,2021-04-21
420 days,kein Impfschutz,156063,2020-02-27,2021-04-22
420 days,Impfschutz abgelaufen,1081,2020-02-27,2021-04-22
420 days,Partiell geimpft,10826,2020-02-27,2021-04-22
420 days,Vollständig geimpft,18073,2020-02-27,2021-04-22
420 days,Auffrischimpfung,1,2020-02-27,2021-04-22
420 days,durch Infektion geimpft,10691,2020-02-27,2021-04-22
421 days,kein Impfschutz,154887,2020-02-27,2021-04-23
421 days,Impfschutz abgelaufen,1090,2020-02-27,2021-04-23
421 days,Partiell geimpft,11046,2020-02-27,2021-04-23
421 days,Vollständig geimpft,18963,2020-02-27,2021-04-23
421 days,Auffrischimpfung,2,2020-02-27,2021-04-23
421 days,durch Infektion geimpft,10747,2020-02-27,2021-04-23
422 days,kein Impfschutz,153070,2020-02-27,2021-04-24
422 days,Impfschutz abgelaufen,1096,2020-02-27,2021-04-24
422 days,Partiell geimpft,12809,2020-02-27,2021-04-24
422 days,Vollständig geimpft,18981,2020-02-27,2021-04-24
422 days,Auffrischimpfung,2,2020-02-27,2021-04-24
422 days,durch Infektion geimpft,10777,2020-02-27,2021-04-24
423 days,kein Impfschutz,152041,2020-02-27,2021-04-25
423 days,Impfschutz abgelaufen,1105,2020-02-27,2021-04-25
423 days,Partiell geimpft,13773,2020-02-27,2021-04-25
423 days,Vollständig geimpft,19006,2020-02-27,2021-04-25
423 days,Auffrischimpfung,2,2020-02-27,2021-04-25
423 days,durch Infektion geimpft,10808,2020-02-27,2021-04-25
424 days,kein Impfschutz,150636,2020-02-27,2021-04-26
424 days,Impfschutz abgelaufen,1109,2020-02-27,2021-04-26
424 days,Partiell geimpft,14920,2020-02-27,2021-04-26
424 days,Vollständig geimpft,19219,2020-02-27,2021-04-26
424 days,Auffrischimpfung,2,2020-02-27,2021-04-26
424 days,durch Infektion geimpft,10849,2020-02-27,2021-04-26
425 days,kein Impfschutz,149608,2020-02-27,2021-04-27
425 days,Impfschutz abgelaufen,1118,2020-02-27,2021-04-27
425 days,Partiell geimpft,14825,2020-02-27,2021-04-27
425 days,Vollständig geimpft,20266,2020-02-27,2021-04-27
425 days,Auffrischimpfung,2,2020-02-27,2021-04-27
425 days,durch Infektion geimpft,10916,2020-02-27,2021-04-27
426 days,kein Impfschutz,147671,2020-02-27,2021-04-28
426 days,Impfschutz abgelaufen,1120,2020-02-27,2021-04-28
426 days,Partiell geimpft,16591,2020-02-27,2021-04-28
426 days,Vollständig geimpft,20370,2020-02-27,2021-04-28
426 days,Auffrischimpfung,2,2020-02-27,2021-04-28
426 days,durch Infektion geimpft,10981,2020-02-27,2021-04-28
427 days,kein Impfschutz,146964,2020-02-27,2021-04-29
427 days,Impfschutz abgelaufen,1120,2020-02-27,2021-04-29
427 days,Partiell geimpft,16619,2020-02-27,2021-04-29
427 days,Vollständig geimpft,21001,2020-02-27,2021-04-29
427 days,Auffrischimpfung,2,2020-02-27,2021-04-29
427 days,durch Infektion geimpft,11029,2020-02-27,2021-04-29
428 days,kein Impfschutz,146844,2020-02-27,2021-04-30
428 days,Impfschutz abgelaufen,1124,2020-02-27,2021-04-30
428 days,Partiell geimpft,16620,2020-02-27,2021-04-30
428 days,Vollständig geimpft,21062,2020-02-27,2021-04-30
428 days,Auffrischimpfung,2,2020-02-27,2021-04-30
428 days,durch Infektion geimpft,11083,2020-02-27,2021-04-30
429 days,kein Impfschutz,144694,2020-02-27,2021-05-01
429 days,Impfschutz abgelaufen,1130,2020-02-27,2021-05-01
429 days,Partiell geimpft,18669,2020-02-27,2021-05-01
429 days,Vollständig geimpft,21084,2020-02-27,2021-05-01
429 days,Auffrischimpfung,2,2020-02-27,2021-05-01
429 days,durch Infektion geimpft,11156,2020-02-27,2021-05-01
430 days,kein Impfschutz,144643,2020-02-27,2021-05-02
430 days,Impfschutz abgelaufen,1134,2020-02-27,2021-05-02
430 days,Partiell geimpft,18690,2020-02-27,2021-05-02
430 days,Vollständig geimpft,21084,2020-02-27,2021-05-02
430 days,Auffrischimpfung,2,2020-02-27,2021-05-02
430 days,durch Infektion geimpft,11182,2020-02-27,2021-05-02
431 days,kein Impfschutz,143136,2020-02-27,2021-05-03
431 days,Impfschutz abgelaufen,1141,2020-02-27,2021-05-03
431 days,Partiell geimpft,20057,2020-02-27,2021-05-03
431 days,Vollständig geimpft,21181,2020-02-27,2021-05-03
431 days,Auffrischimpfung,2,2020-02-27,2021-05-03
431 days,durch Infektion geimpft,11218,2020-02-27,2021-05-03
432 days,kein Impfschutz,141682,2020-02-27,2021-05-04
432 days,Impfschutz abgelaufen,1147,2020-02-27,2021-05-04
432 days,Partiell geimpft,21351,2020-02-27,2021-05-04
432 days,Vollständig geimpft,21277,2020-02-27,2021-05-04
432 days,Auffrischimpfung,2,2020-02-27,2021-05-04
432 days,durch Infektion geimpft,11276,2020-02-27,2021-05-04
433 days,kein Impfschutz,141550,2020-02-27,2021-05-05
433 days,Impfschutz abgelaufen,1149,2020-02-27,2021-05-05
433 days,Partiell geimpft,21364,2020-02-27,2021-05-05
433 days,Vollständig geimpft,21360,2020-02-27,2021-05-05
433 days,Auffrischimpfung,2,2020-02-27,2021-05-05
433 days,durch Infektion geimpft,11310,2020-02-27,2021-05-05
434 days,kein Impfschutz,139650,2020-02-27,2021-05-06
434 days,Impfschutz abgelaufen,1149,2020-02-27,2021-05-06
434 days,Partiell geimpft,23012,2020-02-27,2021-05-06
434 days,Vollständig geimpft,21561,2020-02-27,2021-05-06
434 days,Auffrischimpfung,2,2020-02-27,2021-05-06
434 days,durch Infektion geimpft,11361,2020-02-27,2021-05-06
435 days,kein Impfschutz,138538,2020-02-27,2021-05-07
435 days,Impfschutz abgelaufen,1153,2020-02-27,2021-05-07
435 days,Partiell geimpft,23100,2020-02-27,2021-05-07
435 days,Vollständig geimpft,22538,2020-02-27,2021-05-07
435 days,Auffrischimpfung,2,2020-02-27,2021-05-07
435 days,durch Infektion geimpft,11404,2020-02-27,2021-05-07
436 days,kein Impfschutz,137330,2020-02-27,2021-05-08
436 days,Impfschutz abgelaufen,1155,2020-02-27,2021-05-08
436 days,Partiell geimpft,24229,2020-02-27,2021-05-08
436 days,Vollständig geimpft,22560,2020-02-27,2021-05-08
436 days,Auffrischimpfung,2,2020-02-27,2021-05-08
436 days,durch Infektion geimpft,11459,2020-02-27,2021-05-08
437 days,kein Impfschutz,136507,2020-02-27,2021-05-09
437 days,Impfschutz abgelaufen,1156,2020-02-27,2021-05-09
437 days,Partiell geimpft,25016,2020-02-27,2021-05-09
437 days,Vollständig geimpft,22565,2020-02-27,2021-05-09
437 days,Auffrischimpfung,2,2020-02-27,2021-05-09
437 days,durch Infektion geimpft,11489,2020-02-27,2021-05-09
438 days,kein Impfschutz,135850,2020-02-27,2021-05-10
438 days,Impfschutz abgelaufen,1162,2020-02-27,2021-05-10
438 days,Partiell geimpft,24536,2020-02-27,2021-05-10
438 days,Vollständig geimpft,23652,2020-02-27,2021-05-10
438 days,Auffrischimpfung,2,2020-02-27,2021-05-10
438 days,durch Infektion geimpft,11533,2020-02-27,2021-05-10
439 days,kein Impfschutz,134501,2020-02-27,2021-05-11
439 days,Impfschutz abgelaufen,1163,2020-02-27,2021-05-11
439 days,Partiell geimpft,25234,2020-02-27,2021-05-11
439 days,Vollständig geimpft,24269,2020-02-27,2021-05-11
439 days,Auffrischimpfung,2,2020-02-27,2021-05-11
439 days,durch Infektion geimpft,11566,2020-02-27,2021-05-11
440 days,kein Impfschutz,132808,2020-02-27,2021-05-12
440 days,Impfschutz abgelaufen,1167,2020-02-27,2021-05-12
440 days,Partiell geimpft,26580,2020-02-27,2021-05-12
440 days,Vollständig geimpft,24569,2020-02-27,2021-05-12
440 days,Auffrischimpfung,2,2020-02-27,2021-05-12
440 days,durch Infektion geimpft,11609,2020-02-27,2021-05-12
441 days,kein Impfschutz,130941,2020-02-27,2021-05-13
441 days,Impfschutz abgelaufen,1172,2020-02-27,2021-05-13
441 days,Partiell geimpft,28390,2020-02-27,2021-05-13
441 days,Vollständig geimpft,24612,2020-02-27,2021-05-13
441 days,Auffrischimpfung,2,2020-02-27,2021-05-13
441 days,durch Infektion geimpft,11618,2020-02-27,2021-05-13
442 days,kein Impfschutz,128933,2020-02-27,2021-05-14
442 days,Impfschutz abgelaufen,1174,2020-02-27,2021-05-14
442 days,Partiell geimpft,30288,2020-02-27,2021-05-14
442 days,Vollständig geimpft,24708,2020-02-27,2021-05-14
442 days,Auffrischimpfung,2,2020-02-27,2021-05-14
442 days,durch Infektion geimpft,11630,2020-02-27,2021-05-14
443 days,kein Impfschutz,127010,2020-02-27,2021-05-15
443 days,Impfschutz abgelaufen,1182,2020-02-27,2021-05-15
443 days,Partiell geimpft,32157,2020-02-27,2021-05-15
443 days,Vollständig geimpft,24739,2020-02-27,2021-05-15
443 days,Auffrischimpfung,2,2020-02-27,2021-05-15
443 days,durch Infektion geimpft,11645,2020-02-27,2021-05-15
444 days,kein Impfschutz,125647,2020-02-27,2021-05-16
444 days,Impfschutz abgelaufen,1187,2020-02-27,2021-05-16
444 days,Partiell geimpft,33474,2020-02-27,2021-05-16
444 days,Vollständig geimpft,24762,2020-02-27,2021-05-16
444 days,Auffrischimpfung,2,2020-02-27,2021-05-16
444 days,durch Infektion geimpft,11663,2020-02-27,2021-05-16
445 days,kein Impfschutz,125000,2020-02-27,2021-05-17
445 days,Impfschutz abgelaufen,1188,2020-02-27,2021-05-17
445 days,Partiell geimpft,32763,2020-02-27,2021-05-17
445 days,Vollständig geimpft,26083,2020-02-27,2021-05-17
445 days,Auffrischimpfung,2,2020-02-27,2021-05-17
445 days,durch Infektion geimpft,11699,2020-02-27,2021-05-17
446 days,kein Impfschutz,124870,2020-02-27,2021-05-18
446 days,Impfschutz abgelaufen,1192,2020-02-27,2021-05-18
446 days,Partiell geimpft,31621,2020-02-27,2021-05-18
446 days,Vollständig geimpft,27331,2020-02-27,2021-05-18
446 days,Auffrischimpfung,2,2020-02-27,2021-05-18
446 days,durch Infektion geimpft,11719,2020-02-27,2021-05-18
447 days,kein Impfschutz,124069,2020-02-27,2021-05-19
447 days,Impfschutz abgelaufen,1195,2020-02-27,2021-05-19
447 days,Partiell geimpft,31435,2020-02-27,2021-05-19
447 days,Vollständig geimpft,28291,2020-02-27,2021-05-19
447 days,Auffrischimpfung,2,2020-02-27,2021-05-19
447 days,durch Infektion geimpft,11743,2020-02-27,2021-05-19
448 days,kein Impfschutz,122580,2020-02-27,2021-05-20
448 days,Impfschutz abgelaufen,1197,2020-02-27,2021-05-20
448 days,Partiell geimpft,31855,2020-02-27,2021-05-20
448 days,Vollständig geimpft,29339,2020-02-27,2021-05-20
448 days,Auffrischimpfung,2,2020-02-27,2021-05-20
448 days,durch Infektion geimpft,11762,2020-02-27,2021-05-20
449 days,kein Impfschutz,121648,2020-02-27,2021-05-21
449 days,Impfschutz abgelaufen,1197,2020-02-27,2021-05-21
449 days,Partiell geimpft,31480,2020-02-27,2021-05-21
449 days,Vollständig geimpft,30616,2020-02-27,2021-05-21
449 days,Auffrischimpfung,2,2020-02-27,2021-05-21
449 days,durch Infektion geimpft,11792,2020-02-27,2021-05-21
450 days,kein Impfschutz,120725,2020-02-27,2021-05-22
450 days,Impfschutz abgelaufen,1202,2020-02-27,2021-05-22
450 days,Partiell geimpft,30673,2020-02-27,2021-05-22
450 days,Vollständig geimpft,32325,2020-02-27,2021-05-22
450 days,Auffrischimpfung,2,2020-02-27,2021-05-22
450 days,durch Infektion geimpft,11808,2020-02-27,2021-05-22
451 days,kein Impfschutz,119759,2020-02-27,2021-05-23
451 days,Impfschutz abgelaufen,1203,2020-02-27,2021-05-23
451 days,Partiell geimpft,30706,2020-02-27,2021-05-23
451 days,Vollständig geimpft,33254,2020-02-27,2021-05-23
451 days,Auffrischimpfung,2,2020-02-27,2021-05-23
451 days,durch Infektion geimpft,11811,2020-02-27,2021-05-23
452 days,kein Impfschutz,118753,2020-02-27,2021-05-24
452 days,Impfschutz abgelaufen,1210,2020-02-27,2021-05-24
452 days,Partiell geimpft,30364,2020-02-27,2021-05-24
452 days,Vollständig geimpft,34590,2020-02-27,2021-05-24
452 days,Auffrischimpfung,3,2020-02-27,2021-05-24
452 days,durch Infektion geimpft,11815,2020-02-27,2021-05-24
453 days,kein Impfschutz,117710,2020-02-27,2021-05-25
453 days,Impfschutz abgelaufen,1211,2020-02-27,2021-05-25
453 days,Partiell geimpft,30341,2020-02-27,2021-05-25
453 days,Vollständig geimpft,35638,2020-02-27,2021-05-25
453 days,Auffrischimpfung,3,2020-02-27,2021-05-25
453 days,durch Infektion geimpft,11832,2020-02-27,2021-05-25
454 days,kein Impfschutz,117614,2020-02-27,2021-05-26
454 days,Impfschutz abgelaufen,1213,2020-02-27,2021-05-26
454 days,Partiell geimpft,28554,2020-02-27,2021-05-26
454 days,Vollständig geimpft,37501,2020-02-27,2021-05-26
454 days,Auffrischimpfung,4,2020-02-27,2021-05-26
454 days,durch Infektion geimpft,11849,2020-02-27,2021-05-26
455 days,kein Impfschutz,116343,2020-02-27,2021-05-27
455 days,Impfschutz abgelaufen,1214,2020-02-27,2021-05-27
455 days,Partiell geimpft,29100,2020-02-27,2021-05-27
455 days,Vollständig geimpft,38215,2020-02-27,2021-05-27
455 days,Auffrischimpfung,4,2020-02-27,2021-05-27
455 days,durch Infektion geimpft,11859,2020-02-27,2021-05-27
456 days,kein Impfschutz,114161,2020-02-27,2021-05-28
456 days,Impfschutz abgelaufen,1216,2020-02-27,2021-05-28
456 days,Partiell geimpft,31137,2020-02-27,2021-05-28
456 days,Vollständig geimpft,38343,2020-02-27,2021-05-28
456 days,Auffrischimpfung,4,2020-02-27,2021-05-28
456 days,durch Infektion geimpft,11874,2020-02-27,2021-05-28
457 days,kein Impfschutz,114129,2020-02-27,2021-05-29
457 days,Impfschutz abgelaufen,1216,2020-02-27,2021-05-29
457 days,Partiell geimpft,29222,2020-02-27,2021-05-29
457 days,Vollständig geimpft,40286,2020-02-27,2021-05-29
457 days,Auffrischimpfung,4,2020-02-27,2021-05-29
457 days,durch Infektion geimpft,11878,2020-02-27,2021-05-29
458 days,kein Impfschutz,112025,2020-02-27,2021-05-30
458 days,Impfschutz abgelaufen,1217,2020-02-27,2021-05-30
458 days,Partiell geimpft,31200,2020-02-27,2021-05-30
458 days,Vollständig geimpft,40402,2020-02-27,2021-05-30
458 days,Auffrischimpfung,4,2020-02-27,2021-05-30
458 days,durch Infektion geimpft,11887,2020-02-27,2021-05-30
459 days,kein Impfschutz,110854,2020-02-27,2021-05-31
459 days,Impfschutz abgelaufen,1220,2020-02-27,2021-05-31
459 days,Partiell geimpft,30907,2020-02-27,2021-05-31
459 days,Vollständig geimpft,41850,2020-02-27,2021-05-31
459 days,Auffrischimpfung,4,2020-02-27,2021-05-31
459 days,durch Infektion geimpft,11900,2020-02-27,2021-05-31
460 days,kein Impfschutz,109614,2020-02-27,2021-06-01
460 days,Impfschutz abgelaufen,1224,2020-02-27,2021-06-01
460 days,Partiell geimpft,30718,2020-02-27,2021-06-01
460 days,Vollständig geimpft,43249,2020-02-27,2021-06-01
460 days,Auffrischimpfung,4,2020-02-27,2021-06-01
460 days,durch Infektion geimpft,11926,2020-02-27,2021-06-01
461 days,kein Impfschutz,106780,2020-02-27,2021-06-02
461 days,Impfschutz abgelaufen,1226,2020-02-27,2021-06-02
461 days,Partiell geimpft,33359,2020-02-27,2021-06-02
461 days,Vollständig geimpft,43432,2020-02-27,2021-06-02
461 days,Auffrischimpfung,4,2020-02-27,2021-06-02
461 days,durch Infektion geimpft,11934,2020-02-27,2021-06-02
462 days,kein Impfschutz,105591,2020-02-27,2021-06-03
462 days,Impfschutz abgelaufen,1226,2020-02-27,2021-06-03
462 days,Partiell geimpft,32679,2020-02-27,2021-06-03
462 days,Vollständig geimpft,45281,2020-02-27,2021-06-03
462 days,Auffrischimpfung,4,2020-02-27,2021-06-03
462 days,durch Infektion geimpft,11954,2020-02-27,2021-06-03
463 days,kein Impfschutz,103880,2020-02-27,2021-06-04
463 days,Impfschutz abgelaufen,1229,2020-02-27,2021-06-04
463 days,Partiell geimpft,33348,2020-02-27,2021-06-04
463 days,Vollständig geimpft,46311,2020-02-27,2021-06-04
463 days,Auffrischimpfung,4,2020-02-27,2021-06-04
463 days,durch Infektion geimpft,11963,2020-02-27,2021-06-04
464 days,kein Impfschutz,102425,2020-02-27,2021-06-05
464 days,Impfschutz abgelaufen,1232,2020-02-27,2021-06-05
464 days,Partiell geimpft,33497,2020-02-27,2021-06-05
464 days,Vollständig geimpft,47602,2020-02-27,2021-06-05
464 days,Auffrischimpfung,4,2020-02-27,2021-06-05
464 days,durch Infektion geimpft,11975,2020-02-27,2021-06-05
465 days,kein Impfschutz,100821,2020-02-27,2021-06-06
465 days,Impfschutz abgelaufen,1236,2020-02-27,2021-06-06
465 days,Partiell geimpft,34279,2020-02-27,2021-06-06
465 days,Vollständig geimpft,48423,2020-02-27,2021-06-06
465 days,Auffrischimpfung,4,2020-02-27,2021-06-06
465 days,durch Infektion geimpft,11972,2020-02-27,2021-06-06
466 days,kein Impfschutz,99441,2020-02-27,2021-06-07
466 days,Impfschutz abgelaufen,1240,2020-02-27,2021-06-07
466 days,Partiell geimpft,34986,2020-02-27,2021-06-07
466 days,Vollständig geimpft,49083,2020-02-27,2021-06-07
466 days,Auffrischimpfung,4,2020-02-27,2021-06-07
466 days,durch Infektion geimpft,11981,2020-02-27,2021-06-07
467 days,kein Impfschutz,99352,2020-02-27,2021-06-08
467 days,Impfschutz abgelaufen,1254,2020-02-27,2021-06-08
467 days,Partiell geimpft,33731,2020-02-27,2021-06-08
467 days,Vollständig geimpft,50412,2020-02-27,2021-06-08
467 days,Auffrischimpfung,4,2020-02-27,2021-06-08
467 days,durch Infektion geimpft,11982,2020-02-27,2021-06-08
468 days,kein Impfschutz,98720,2020-02-27,2021-06-09
468 days,Impfschutz abgelaufen,1258,2020-02-27,2021-06-09
468 days,Partiell geimpft,32722,2020-02-27,2021-06-09
468 days,Vollständig geimpft,52051,2020-02-27,2021-06-09
468 days,Auffrischimpfung,4,2020-02-27,2021-06-09
468 days,durch Infektion geimpft,11980,2020-02-27,2021-06-09
469 days,kein Impfschutz,98620,2020-02-27,2021-06-10
469 days,Impfschutz abgelaufen,1264,2020-02-27,2021-06-10
469 days,Partiell geimpft,30923,2020-02-27,2021-06-10
469 days,Vollständig geimpft,53948,2020-02-27,2021-06-10
469 days,Auffrischimpfung,4,2020-02-27,2021-06-10
469 days,durch Infektion geimpft,11976,2020-02-27,2021-06-10
470 days,kein Impfschutz,98539,2020-02-27,2021-06-11
470 days,Impfschutz abgelaufen,1270,2020-02-27,2021-06-11
470 days,Partiell geimpft,29099,2020-02-27,2021-06-11
470 days,Vollständig geimpft,55850,2020-02-27,2021-06-11
470 days,Auffrischimpfung,4,2020-02-27,2021-06-11
470 days,durch Infektion geimpft,11973,2020-02-27,2021-06-11
471 days,kein Impfschutz,98291,2020-02-27,2021-06-12
471 days,Impfschutz abgelaufen,1274,2020-02-27,2021-06-12
471 days,Partiell geimpft,27479,2020-02-27,2021-06-12
471 days,Vollständig geimpft,57717,2020-02-27,2021-06-12
471 days,Auffrischimpfung,4,2020-02-27,2021-06-12
471 days,durch Infektion geimpft,11970,2020-02-27,2021-06-12
472 days,kein Impfschutz,97789,2020-02-27,2021-06-13
472 days,Impfschutz abgelaufen,1290,2020-02-27,2021-06-13
472 days,Partiell geimpft,26614,2020-02-27,2021-06-13
472 days,Vollständig geimpft,59077,2020-02-27,2021-06-13
472 days,Auffrischimpfung,4,2020-02-27,2021-06-13
472 days,durch Infektion geimpft,11961,2020-02-27,2021-06-13
473 days,kein Impfschutz,96106,2020-02-27,2021-06-14
473 days,Impfschutz abgelaufen,1306,2020-02-27,2021-06-14
473 days,Partiell geimpft,27533,2020-02-27,2021-06-14
473 days,Vollständig geimpft,59834,2020-02-27,2021-06-14
473 days,Auffrischimpfung,4,2020-02-27,2021-06-14
473 days,durch Infektion geimpft,11952,2020-02-27,2021-06-14
474 days,kein Impfschutz,96049,2020-02-27,2021-06-15
474 days,Impfschutz abgelaufen,1321,2020-02-27,2021-06-15
474 days,Partiell geimpft,27467,2020-02-27,2021-06-15
474 days,Vollständig geimpft,59953,2020-02-27,2021-06-15
474 days,Auffrischimpfung,4,2020-02-27,2021-06-15
474 days,durch Infektion geimpft,11941,2020-02-27,2021-06-15
475 days,kein Impfschutz,94678,2020-02-27,2021-06-16
475 days,Impfschutz abgelaufen,1354,2020-02-27,2021-06-16
475 days,Partiell geimpft,27984,2020-02-27,2021-06-16
475 days,Vollständig geimpft,60799,2020-02-27,2021-06-16
475 days,Auffrischimpfung,4,2020-02-27,2021-06-16
475 days,durch Infektion geimpft,11916,2020-02-27,2021-06-16
476 days,kein Impfschutz,93868,2020-02-27,2021-06-17
476 days,Impfschutz abgelaufen,1368,2020-02-27,2021-06-17
476 days,Partiell geimpft,27321,2020-02-27,2021-06-17
476 days,Vollständig geimpft,62269,2020-02-27,2021-06-17
476 days,Auffrischimpfung,4,2020-02-27,2021-06-17
476 days,durch Infektion geimpft,11905,2020-02-27,2021-06-17
477 days,kein Impfschutz,92495,2020-02-27,2021-06-18
477 days,Impfschutz abgelaufen,1389,2020-02-27,2021-06-18
477 days,Partiell geimpft,27787,2020-02-27,2021-06-18
477 days,Vollständig geimpft,63172,2020-02-27,2021-06-18
477 days,Auffrischimpfung,4,2020-02-27,2021-06-18
477 days,durch Infektion geimpft,11888,2020-02-27,2021-06-18
478 days,kein Impfschutz,91438,2020-02-27,2021-06-19
478 days,Impfschutz abgelaufen,1405,2020-02-27,2021-06-19
