day,status,count,first_day,date
209 days,Schutz gegen Infektion,3088,2020-02-27,2020-09-23
209 days,Schutz gegen schwere Krankheit,2088,2020-02-27,2020-09-23
210 days,Kein Schutz,191547,2020-02-27,2020-09-24
210 days,Schutz gegen Infektion,2972,2020-02-27,2020-09-24
210 days,Schutz gegen schwere Krankheit,2216,2020-02-27,2020-09-24
211 days,Kein Schutz,191527,2020-02-27,2020-09-25
211 days,Schutz gegen Infektion,2844,2020-02-27,2020-09-25
211 days,Schutz gegen schwere Krankheit,2364,2020-02-27,2020-09-25
212 days,Kein Schutz,191519,2020-02-27,2020-09-26
212 days,Schutz gegen Infektion,2720,2020-02-27,2020-09-26
212 days,Schutz gegen schwere Krankheit,2496,2020-02-27,2020-09-26
213 days,Kein Schutz,191519,2020-02-27,2020-09-27
213 days,Schutz gegen Infektion,2640,2020-02-27,2020-09-27
213 days,Schutz gegen schwere Krankheit,2576,2020-02-27,2020-09-27
214 days,Kein Schutz,191507,2020-02-27,2020-09-28
214 days,Schutz gegen Infektion,2524,2020-02-27,2020-09-28
214 days,Schutz gegen schwere Krankheit,2704,2020-02-27,2020-09-28
215 days,Kein Schutz,191495,2020-02-27,2020-09-29
215 days,Schutz gegen Infektion,2444,2020-02-27,2020-09-29
215 days,Schutz gegen schwere Krankheit,2796,2020-02-27,2020-09-29
216 days,Kein Schutz,191471,2020-02-27,2020-09-30
216 days,Schutz gegen Infektion,2364,2020-02-27,2020-09-30
216 days,Schutz gegen schwere Krankheit,2900,2020-02-27,2020-09-30
217 days,Kein Schutz,191456,2020-02-27,2020-10-01
217 days,Schutz gegen Infektion,2256,2020-02-27,2020-10-01
217 days,Schutz gegen schwere Krankheit,3023,2020-02-27,2020-10-01
218 days,Kein Schutz,191401,2020-02-27,2020-10-02
218 days,Schutz gegen Infektion,2228,2020-02-27,2020-10-02
218 days,Schutz gegen schwere Krankheit,3106,2020-02-27,2020-10-02
219 days,Kein Schutz,191383,2020-02-27,2020-10-03
219 days,Schutz gegen Infektion,2204,2020-02-27,2020-10-03
219 days,Schutz gegen schwere Krankheit,3148,2020-02-27,2020-10-03
220 days,Kein Schutz,191359,2020-02-27,2020-10-04
220 days,Schutz gegen Infektion,2152,2020-02-27,2020-10-04
220 days,Schutz gegen schwere Krankheit,3224,2020-02-27,2020-10-04
221 days,Kein Schutz,191335,2020-02-27,2020-10-05
221 days,Schutz gegen Infektion,2120,2020-02-27,2020-10-05
221 days,Schutz gegen schwere Krankheit,3280,2020-02-27,2020-10-05
222 days,Kein Schutz,191319,2020-02-27,2020-10-06
222 days,Schutz gegen Infektion,2096,2020-02-27,2020-10-06
222 days,Schutz gegen schwere Krankheit,3320,2020-02-27,2020-10-06
223 days,Kein Schutz,191255,2020-02-27,2020-10-07
223 days,Schutz gegen Infektion,2100,2020-02-27,2020-10-07
223 days,Schutz gegen schwere Krankheit,3380,2020-02-27,2020-10-07
224 days,Kein Schutz,191187,2020-02-27,2020-10-08
224 days,Schutz gegen Infektion,2104,2020-02-27,2020-10-08
224 days,Schutz gegen schwere Krankheit,3444,2020-02-27,2020-10-08
225 days,Kein Schutz,191129,2020-02-27,2020-10-09
225 days,Schutz gegen Infektion,2144,2020-02-27,2020-10-09
225 days,Schutz gegen schwere Krankheit,3462,2020-02-27,2020-10-09
226 days,Kein Schutz,190990,2020-02-27,2020-10-10
226 days,Schutz gegen Infektion,2260,2020-02-27,2020-10-10
226 days,Schutz gegen schwere Krankheit,3485,2020-02-27,2020-10-10
227 days,Kein Schutz,190934,2020-02-27,2020-10-11
227 days,Schutz gegen Infektion,2276,2020-02-27,2020-10-11
227 days,Schutz gegen schwere Krankheit,3525,2020-02-27,2020-10-11
228 days,Kein Schutz,190853,2020-02-27,2020-10-12
228 days,Schutz gegen Infektion,2340,2020-02-27,2020-10-12
228 days,Schutz gegen schwere Krankheit,3542,2020-02-27,2020-10-12
229 days,Kein Schutz,190785,2020-02-27,2020-10-13
229 days,Schutz gegen Infektion,2368,2020-02-27,2020-10-13
229 days,Schutz gegen schwere Krankheit,3582,2020-02-27,2020-10-13
230 days,Kein Schutz,190693,2020-02-27,2020-10-14
230 days,Schutz gegen Infektion,2448,2020-02-27,2020-10-14
230 days,Schutz gegen schwere Krankheit,3594,2020-02-27,2020-10-14
231 days,Kein Schutz,190517,2020-02-27,2020-10-15
231 days,Schutz gegen Infektion,2592,2020-02-27,2020-10-15
231 days,Schutz gegen schwere Krankheit,3626,2020-02-27,2020-10-15
232 days,Kein Schutz,190328,2020-02-27,2020-10-16
232 days,Schutz gegen Infektion,2756,2020-02-27,2020-10-16
232 days,Schutz gegen schwere Krankheit,3651,2020-02-27,2020-10-16
233 days,Kein Schutz,190240,2020-02-27,2020-10-17
233 days,Schutz gegen Infektion,2832,2020-02-27,2020-10-17
233 days,Schutz gegen schwere Krankheit,3663,2020-02-27,2020-10-17
234 days,Kein Schutz,190194,2020-02-27,2020-10-18
234 days,Schutz gegen Infektion,2872,2020-02-27,2020-10-18
234 days,Schutz gegen schwere Krankheit,3669,2020-02-27,2020-10-18
235 days,Kein Schutz,190030,2020-02-27,2020-10-19
235 days,Schutz gegen Infektion,3036,2020-02-27,2020-10-19
235 days,Schutz gegen schwere Krankheit,3669,2020-02-27,2020-10-19
236 days,Kein Schutz,189831,2020-02-27,2020-10-20
236 days,Schutz gegen Infektion,3236,2020-02-27,2020-10-20
236 days,Schutz gegen schwere Krankheit,3668,2020-02-27,2020-10-20
237 days,Kein Schutz,189545,2020-02-27,2020-10-21
237 days,Schutz gegen Infektion,3515,2020-02-27,2020-10-21
237 days,Schutz gegen schwere Krankheit,3675,2020-02-27,2020-10-21
238 days,Kein Schutz,189201,2020-02-27,2020-10-22
238 days,Schutz gegen Infektion,3850,2020-02-27,2020-10-22
238 days,Schutz gegen schwere Krankheit,3684,2020-02-27,2020-10-22
239 days,Kein Schutz,188869,2020-02-27,2020-10-23
239 days,Schutz gegen Infektion,4181,2020-02-27,2020-10-23
239 days,Schutz gegen schwere Krankheit,3685,2020-02-27,2020-10-23
240 days,Kein Schutz,188569,2020-02-27,2020-10-24
240 days,Schutz gegen Infektion,4480,2020-02-27,2020-10-24
240 days,Schutz gegen schwere Krankheit,3686,2020-02-27,2020-10-24
241 days,Kein Schutz,188411,2020-02-27,2020-10-25
241 days,Schutz gegen Infektion,4636,2020-02-27,2020-10-25
241 days,Schutz gegen schwere Krankheit,3688,2020-02-27,2020-10-25
242 days,Kein Schutz,188145,2020-02-27,2020-10-26
242 days,Schutz gegen Infektion,4899,2020-02-27,2020-10-26
242 days,Schutz gegen schwere Krankheit,3691,2020-02-27,2020-10-26
243 days,Kein Schutz,187780,2020-02-27,2020-10-27
243 days,Schutz gegen Infektion,5253,2020-02-27,2020-10-27
243 days,Schutz gegen schwere Krankheit,3702,2020-02-27,2020-10-27
244 days,Kein Schutz,187454,2020-02-27,2020-10-28
244 days,Schutz gegen Infektion,5572,2020-02-27,2020-10-28
244 days,Schutz gegen schwere Krankheit,3709,2020-02-27,2020-10-28
245 days,Kein Schutz,187083,2020-02-27,2020-10-29
245 days,Schutz gegen Infektion,5942,2020-02-27,2020-10-29
245 days,Schutz gegen schwere Krankheit,3710,2020-02-27,2020-10-29
246 days,Kein Schutz,186693,2020-02-27,2020-10-30
246 days,Schutz gegen Infektion,6324,2020-02-27,2020-10-30
246 days,Schutz gegen schwere Krankheit,3718,2020-02-27,2020-10-30
247 days,Kein Schutz,186357,2020-02-27,2020-10-31
247 days,Schutz gegen Infektion,6666,2020-02-27,2020-10-31
247 days,Schutz gegen schwere Krankheit,3712,2020-02-27,2020-10-31
248 days,Kein Schutz,186140,2020-02-27,2020-11-01
248 days,Schutz gegen Infektion,6881,2020-02-27,2020-11-01
248 days,Schutz gegen schwere Krankheit,3714,2020-02-27,2020-11-01
249 days,Kein Schutz,185774,2020-02-27,2020-11-02
249 days,Schutz gegen Infektion,7243,2020-02-27,2020-11-02
249 days,Schutz gegen schwere Krankheit,3718,2020-02-27,2020-11-02
250 days,Kein Schutz,185467,2020-02-27,2020-11-03
250 days,Schutz gegen Infektion,7553,2020-02-27,2020-11-03
250 days,Schutz gegen schwere Krankheit,3715,2020-02-27,2020-11-03
251 days,Kein Schutz,185133,2020-02-27,2020-11-04
251 days,Schutz gegen Infektion,7883,2020-02-27,2020-11-04
251 days,Schutz gegen schwere Krankheit,3719,2020-02-27,2020-11-04
252 days,Kein Schutz,184765,2020-02-27,2020-11-05
252 days,Schutz gegen Infektion,8252,2020-02-27,2020-11-05
252 days,Schutz gegen schwere Krankheit,3718,2020-02-27,2020-11-05
253 days,Kein Schutz,184399,2020-02-27,2020-11-06
253 days,Schutz gegen Infektion,8617,2020-02-27,2020-11-06
253 days,Schutz gegen schwere Krankheit,3719,2020-02-27,2020-11-06
254 days,Kein Schutz,184131,2020-02-27,2020-11-07
254 days,Schutz gegen Infektion,8891,2020-02-27,2020-11-07
254 days,Schutz gegen schwere Krankheit,3713,2020-02-27,2020-11-07
255 days,Kein Schutz,183918,2020-02-27,2020-11-08
255 days,Schutz gegen Infektion,9101,2020-02-27,2020-11-08
255 days,Schutz gegen schwere Krankheit,3716,2020-02-27,2020-11-08
256 days,Kein Schutz,183669,2020-02-27,2020-11-09
256 days,Schutz gegen Infektion,9355,2020-02-27,2020-11-09
256 days,Schutz gegen schwere Krankheit,3711,2020-02-27,2020-11-09
257 days,Kein Schutz,183213,2020-02-27,2020-11-10
257 days,Schutz gegen Infektion,9815,2020-02-27,2020-11-10
257 days,Schutz gegen schwere Krankheit,3707,2020-02-27,2020-11-10
258 days,Kein Schutz,182644,2020-02-27,2020-11-11
258 days,Schutz gegen Infektion,10397,2020-02-27,2020-11-11
258 days,Schutz gegen schwere Krankheit,3694,2020-02-27,2020-11-11
259 days,Kein Schutz,182143,2020-02-27,2020-11-12
259 days,Schutz gegen Infektion,10900,2020-02-27,2020-11-12
259 days,Schutz gegen schwere Krankheit,3692,2020-02-27,2020-11-12
260 days,Kein Schutz,181662,2020-02-27,2020-11-13
260 days,Schutz gegen Infektion,11387,2020-02-27,2020-11-13
260 days,Schutz gegen schwere Krankheit,3686,2020-02-27,2020-11-13
261 days,Kein Schutz,181221,2020-02-27,2020-11-14
261 days,Schutz gegen Infektion,11834,2020-02-27,2020-11-14
261 days,Schutz gegen schwere Krankheit,3680,2020-02-27,2020-11-14
262 days,Kein Schutz,180921,2020-02-27,2020-11-15
262 days,Schutz gegen Infektion,12139,2020-02-27,2020-11-15
262 days,Schutz gegen schwere Krankheit,3675,2020-02-27,2020-11-15
263 days,Kein Schutz,180500,2020-02-27,2020-11-16
263 days,Schutz gegen Infektion,12562,2020-02-27,2020-11-16
263 days,Schutz gegen schwere Krankheit,3673,2020-02-27,2020-11-16
264 days,Kein Schutz,179859,2020-02-27,2020-11-17
264 days,Schutz gegen Infektion,13210,2020-02-27,2020-11-17
264 days,Schutz gegen schwere Krankheit,3666,2020-02-27,2020-11-17
265 days,Kein Schutz,179563,2020-02-27,2020-11-18
265 days,Schutz gegen Infektion,13514,2020-02-27,2020-11-18
265 days,Schutz gegen schwere Krankheit,3658,2020-02-27,2020-11-18
266 days,Kein Schutz,179143,2020-02-27,2020-11-19
266 days,Schutz gegen Infektion,13944,2020-02-27,2020-11-19
266 days,Schutz gegen schwere Krankheit,3648,2020-02-27,2020-11-19
267 days,Kein Schutz,178711,2020-02-27,2020-11-20
267 days,Schutz gegen Infektion,14382,2020-02-27,2020-11-20
267 days,Schutz gegen schwere Krankheit,3642,2020-02-27,2020-11-20
268 days,Kein Schutz,178353,2020-02-27,2020-11-21
268 days,Schutz gegen Infektion,14749,2020-02-27,2020-11-21
268 days,Schutz gegen schwere Krankheit,3633,2020-02-27,2020-11-21
269 days,Kein Schutz,178155,2020-02-27,2020-11-22
269 days,Schutz gegen Infektion,14950,2020-02-27,2020-11-22
269 days,Schutz gegen schwere Krankheit,3630,2020-02-27,2020-11-22
270 days,Kein Schutz,177806,2020-02-27,2020-11-23
270 days,Schutz gegen Infektion,15305,2020-02-27,2020-11-23
270 days,Schutz gegen schwere Krankheit,3624,2020-02-27,2020-11-23
271 days,Kein Schutz,177384,2020-02-27,2020-11-24
271 days,Schutz gegen Infektion,15735,2020-02-27,2020-11-24
271 days,Schutz gegen schwere Krankheit,3616,2020-02-27,2020-11-24
272 days,Kein Schutz,176807,2020-02-27,2020-11-25
272 days,Schutz gegen Infektion,16318,2020-02-27,2020-11-25
272 days,Schutz gegen schwere Krankheit,3610,2020-02-27,2020-11-25
273 days,Kein Schutz,176445,2020-02-27,2020-11-26
273 days,Schutz gegen Infektion,16688,2020-02-27,2020-11-26
273 days,Schutz gegen schwere Krankheit,3602,2020-02-27,2020-11-26
274 days,Kein Schutz,176132,2020-02-27,2020-11-27
274 days,Schutz gegen Infektion,17007,2020-02-27,2020-11-27
274 days,Schutz gegen schwere Krankheit,3596,2020-02-27,2020-11-27
275 days,Kein Schutz,175809,2020-02-27,2020-11-28
275 days,Schutz gegen Infektion,17337,2020-02-27,2020-11-28
275 days,Schutz gegen schwere Krankheit,3589,2020-02-27,2020-11-28
276 days,Kein Schutz,175588,2020-02-27,2020-11-29
276 days,Schutz gegen Infektion,17565,2020-02-27,2020-11-29
276 days,Schutz gegen schwere Krankheit,3582,2020-02-27,2020-11-29
277 days,Kein Schutz,175247,2020-02-27,2020-11-30
277 days,Schutz gegen Infektion,17911,2020-02-27,2020-11-30
277 days,Schutz gegen schwere Krankheit,3577,2020-02-27,2020-11-30
278 days,Kein Schutz,174844,2020-02-27,2020-12-01
278 days,Schutz gegen Infektion,18324,2020-02-27,2020-12-01
278 days,Schutz gegen schwere Krankheit,3567,2020-02-27,2020-12-01
279 days,Kein Schutz,174428,2020-02-27,2020-12-02
279 days,Schutz gegen Infektion,18740,2020-02-27,2020-12-02
279 days,Schutz gegen schwere Krankheit,3567,2020-02-27,2020-12-02
280 days,Kein Schutz,174059,2020-02-27,2020-12-03
280 days,Schutz gegen Infektion,19105,2020-02-27,2020-12-03
280 days,Schutz gegen schwere Krankheit,3571,2020-02-27,2020-12-03
281 days,Kein Schutz,173610,2020-02-27,2020-12-04
281 days,Schutz gegen Infektion,19560,2020-02-27,2020-12-04
281 days,Schutz gegen schwere Krankheit,3565,2020-02-27,2020-12-04
282 days,Kein Schutz,173300,2020-02-27,2020-12-05
282 days,Schutz gegen Infektion,19874,2020-02-27,2020-12-05
282 days,Schutz gegen schwere Krankheit,3561,2020-02-27,2020-12-05
283 days,Kein Schutz,173103,2020-02-27,2020-12-06
283 days,Schutz gegen Infektion,20078,2020-02-27,2020-12-06
283 days,Schutz gegen schwere Krankheit,3554,2020-02-27,2020-12-06
284 days,Kein Schutz,172713,2020-02-27,2020-12-07
284 days,Schutz gegen Infektion,20470,2020-02-27,2020-12-07
284 days,Schutz gegen schwere Krankheit,3552,2020-02-27,2020-12-07
285 days,Kein Schutz,172255,2020-02-27,2020-12-08
285 days,Schutz gegen Infektion,20944,2020-02-27,2020-12-08
285 days,Schutz gegen schwere Krankheit,3536,2020-02-27,2020-12-08
286 days,Kein Schutz,171883,2020-02-27,2020-12-09
286 days,Schutz gegen Infektion,21328,2020-02-27,2020-12-09
286 days,Schutz gegen schwere Krankheit,3524,2020-02-27,2020-12-09
287 days,Kein Schutz,171321,2020-02-27,2020-12-10
287 days,Schutz gegen Infektion,21900,2020-02-27,2020-12-10
287 days,Schutz gegen schwere Krankheit,3514,2020-02-27,2020-12-10
288 days,Kein Schutz,170962,2020-02-27,2020-12-11
288 days,Schutz gegen Infektion,22268,2020-02-27,2020-12-11
288 days,Schutz gegen schwere Krankheit,3505,2020-02-27,2020-12-11
289 days,Kein Schutz,170723,2020-02-27,2020-12-12
289 days,Schutz gegen Infektion,22511,2020-02-27,2020-12-12
289 days,Schutz gegen schwere Krankheit,3501,2020-02-27,2020-12-12
290 days,Kein Schutz,170482,2020-02-27,2020-12-13
290 days,Schutz gegen Infektion,22758,2020-02-27,2020-12-13
290 days,Schutz gegen schwere Krankheit,3495,2020-02-27,2020-12-13
291 days,Kein Schutz,170137,2020-02-27,2020-12-14
291 days,Schutz gegen Infektion,23114,2020-02-27,2020-12-14
291 days,Schutz gegen schwere Krankheit,3484,2020-02-27,2020-12-14
292 days,Kein Schutz,169667,2020-02-27,2020-12-15
292 days,Schutz gegen Infektion,23591,2020-02-27,2020-12-15
292 days,Schutz gegen schwere Krankheit,3477,2020-02-27,2020-12-15
293 days,Kein Schutz,169210,2020-02-27,2020-12-16
293 days,Schutz gegen Infektion,24056,2020-02-27,2020-12-16
293 days,Schutz gegen schwere Krankheit,3469,2020-02-27,2020-12-16
294 days,Kein Schutz,168825,2020-02-27,2020-12-17
294 days,Schutz gegen Infektion,24446,2020-02-27,2020-12-17
294 days,Schutz gegen schwere Krankheit,3464,2020-02-27,2020-12-17
295 days,Kein Schutz,168425,2020-02-27,2020-12-18
295 days,Schutz gegen Infektion,24852,2020-02-27,2020-12-18
295 days,Schutz gegen schwere Krankheit,3458,2020-02-27,2020-12-18
296 days,Kein Schutz,168178,2020-02-27,2020-12-19
296 days,Schutz gegen Infektion,25106,2020-02-27,2020-12-19
296 days,Schutz gegen schwere Krankheit,3451,2020-02-27,2020-12-19
297 days,Kein Schutz,168014,2020-02-27,2020-12-20
297 days,Schutz gegen Infektion,25274,2020-02-27,2020-12-20
297 days,Schutz gegen schwere Krankheit,3447,2020-02-27,2020-12-20
298 days,Kein Schutz,167660,2020-02-27,2020-12-21
298 days,Schutz gegen Infektion,25637,2020-02-27,2020-12-21
298 days,Schutz gegen schwere Krankheit,3438,2020-02-27,2020-12-21
299 days,Kein Schutz,167322,2020-02-27,2020-12-22
299 days,Schutz gegen Infektion,25984,2020-02-27,2020-12-22
299 days,Schutz gegen schwere Krankheit,3429,2020-02-27,2020-12-22
300 days,Kein Schutz,166978,2020-02-27,2020-12-23
300 days,Schutz gegen Infektion,26335,2020-02-27,2020-12-23
300 days,Schutz gegen schwere Krankheit,3422,2020-02-27,2020-12-23
301 days,Kein Schutz,166714,2020-02-27,2020-12-24
301 days,Schutz gegen Infektion,26600,2020-02-27,2020-12-24
301 days,Schutz gegen schwere Krankheit,3421,2020-02-27,2020-12-24
302 days,Kein Schutz,166554,2020-02-27,2020-12-25
302 days,Schutz gegen Infektion,26764,2020-02-27,2020-12-25
302 days,Schutz gegen schwere Krankheit,3417,2020-02-27,2020-12-25
303 days,Kein Schutz,166422,2020-02-27,2020-12-26
303 days,Schutz gegen Infektion,26900,2020-02-27,2020-12-26
303 days,Schutz gegen schwere Krankheit,3413,2020-02-27,2020-12-26
304 days,Kein Schutz,166198,2020-02-27,2020-12-27
304 days,Schutz gegen Infektion,27126,2020-02-27,2020-12-27
304 days,Schutz gegen schwere Krankheit,3411,2020-02-27,2020-12-27
305 days,Kein Schutz,165827,2020-02-27,2020-12-28
305 days,Schutz gegen Infektion,27500,2020-02-27,2020-12-28
305 days,Schutz gegen schwere Krankheit,3408,2020-02-27,2020-12-28
306 days,Kein Schutz,165642,2020-02-27,2020-12-29
306 days,Schutz gegen Infektion,27688,2020-02-27,2020-12-29
306 days,Schutz gegen schwere Krankheit,3405,2020-02-27,2020-12-29
307 days,Kein Schutz,165425,2020-02-27,2020-12-30
307 days,Schutz gegen Infektion,27913,2020-02-27,2020-12-30
307 days,Schutz gegen schwere Krankheit,3397,2020-02-27,2020-12-30
308 days,Kein Schutz,165131,2020-02-27,2020-12-31
308 days,Schutz gegen Infektion,28208,2020-02-27,2020-12-31
308 days,Schutz gegen schwere Krankheit,3396,2020-02-27,2020-12-31
309 days,Kein Schutz,165055,2020-02-27,2021-01-01
309 days,Schutz gegen Infektion,28278,2020-02-27,2021-01-01
309 days,Schutz gegen schwere Krankheit,3402,2020-02-27,2021-01-01
310 days,Kein Schutz,164839,2020-02-27,2021-01-02
310 days,Schutz gegen Infektion,28498,2020-02-27,2021-01-02
310 days,Schutz gegen schwere Krankheit,3398,2020-02-27,2021-01-02
311 days,Kein Schutz,164676,2020-02-27,2021-01-03
311 days,Schutz gegen Infektion,28665,2020-02-27,2021-01-03
311 days,Schutz gegen schwere Krankheit,3394,2020-02-27,2021-01-03
312 days,Kein Schutz,164371,2020-02-27,2021-01-04
312 days,Schutz gegen Infektion,28960,2020-02-27,2021-01-04
312 days,Schutz gegen schwere Krankheit,3404,2020-02-27,2021-01-04
313 days,Kein Schutz,164063,2020-02-27,2021-01-05
313 days,Schutz gegen Infektion,29262,2020-02-27,2021-01-05
313 days,Schutz gegen schwere Krankheit,3410,2020-02-27,2021-01-05
314 days,Kein Schutz,163789,2020-02-27,2021-01-06
314 days,Schutz gegen Infektion,29535,2020-02-27,2021-01-06
314 days,Schutz gegen schwere Krankheit,3411,2020-02-27,2021-01-06
315 days,Kein Schutz,163517,2020-02-27,2021-01-07
315 days,Schutz gegen Infektion,29800,2020-02-27,2021-01-07
315 days,Schutz gegen schwere Krankheit,3418,2020-02-27,2021-01-07
316 days,Kein Schutz,163324,2020-02-27,2021-01-08
316 days,Schutz gegen Infektion,29991,2020-02-27,2021-01-08
316 days,Schutz gegen schwere Krankheit,3420,2020-02-27,2021-01-08
317 days,Kein Schutz,163181,2020-02-27,2021-01-09
317 days,Schutz gegen Infektion,30130,2020-02-27,2021-01-09
317 days,Schutz gegen schwere Krankheit,3424,2020-02-27,2021-01-09
318 days,Kein Schutz,163110,2020-02-27,2021-01-10
318 days,Schutz gegen Infektion,30201,2020-02-27,2021-01-10
318 days,Schutz gegen schwere Krankheit,3424,2020-02-27,2021-01-10
319 days,Kein Schutz,162883,2020-02-27,2021-01-11
319 days,Schutz gegen Infektion,30414,2020-02-27,2021-01-11
319 days,Schutz gegen schwere Krankheit,3438,2020-02-27,2021-01-11
320 days,Kein Schutz,162690,2020-02-27,2021-01-12
320 days,Schutz gegen Infektion,30601,2020-02-27,2021-01-12
320 days,Schutz gegen schwere Krankheit,3444,2020-02-27,2021-01-12
321 days,Kein Schutz,162538,2020-02-27,2021-01-13
321 days,Schutz gegen Infektion,30748,2020-02-27,2021-01-13
321 days,Schutz gegen schwere Krankheit,3449,2020-02-27,2021-01-13
322 days,Kein Schutz,162438,2020-02-27,2021-01-14
322 days,Schutz gegen Infektion,30837,2020-02-27,2021-01-14
322 days,Schutz gegen schwere Krankheit,3460,2020-02-27,2021-01-14
323 days,Kein Schutz,162341,2020-02-27,2021-01-15
323 days,Schutz gegen Infektion,30923,2020-02-27,2021-01-15
323 days,Schutz gegen schwere Krankheit,3471,2020-02-27,2021-01-15
324 days,Kein Schutz,162270,2020-02-27,2021-01-16
324 days,Schutz gegen Infektion,30994,2020-02-27,2021-01-16
324 days,Schutz gegen schwere Krankheit,3471,2020-02-27,2021-01-16
325 days,Kein Schutz,162232,2020-02-27,2021-01-17
325 days,Schutz gegen Infektion,31025,2020-02-27,2021-01-17
325 days,Schutz gegen schwere Krankheit,3478,2020-02-27,2021-01-17
326 days,Kein Schutz,162091,2020-02-27,2021-01-18
326 days,Schutz gegen Infektion,31159,2020-02-27,2021-01-18
326 days,Schutz gegen schwere Krankheit,3485,2020-02-27,2021-01-18
327 days,Kein Schutz,161909,2020-02-27,2021-01-19
327 days,Schutz gegen Infektion,31334,2020-02-27,2021-01-19
327 days,Schutz gegen schwere Krankheit,3492,2020-02-27,2021-01-19
328 days,Kein Schutz,161424,2020-02-27,2021-01-20
328 days,Schutz gegen Infektion,31480,2020-02-27,2021-01-20
328 days,Schutz gegen schwere Krankheit,3831,2020-02-27,2021-01-20
329 days,Kein Schutz,160631,2020-02-27,2021-01-21
329 days,Schutz gegen Infektion,31596,2020-02-27,2021-01-21
329 days,Schutz gegen schwere Krankheit,4508,2020-02-27,2021-01-21
330 days,Kein Schutz,159830,2020-02-27,2021-01-22
330 days,Schutz gegen Infektion,31677,2020-02-27,2021-01-22
330 days,Schutz gegen schwere Krankheit,5228,2020-02-27,2021-01-22
331 days,Kein Schutz,159291,2020-02-27,2021-01-23
331 days,Schutz gegen Infektion,31815,2020-02-27,2021-01-23
331 days,Schutz gegen schwere Krankheit,5629,2020-02-27,2021-01-23
332 days,Kein Schutz,159233,2020-02-27,2021-01-24
332 days,Schutz gegen Infektion,31867,2020-02-27,2021-01-24
332 days,Schutz gegen schwere Krankheit,5635,2020-02-27,2021-01-24
333 days,Kein Schutz,159144,2020-02-27,2021-01-25
333 days,Schutz gegen Infektion,31922,2020-02-27,2021-01-25
333 days,Schutz gegen schwere Krankheit,5669,2020-02-27,2021-01-25
334 days,Kein Schutz,158959,2020-02-27,2021-01-26
334 days,Schutz gegen Infektion,32669,2020-02-27,2021-01-26
334 days,Schutz gegen schwere Krankheit,5107,2020-02-27,2021-01-26
335 days,Kein Schutz,158725,2020-02-27,2021-01-27
335 days,Schutz gegen Infektion,33370,2020-02-27,2021-01-27
335 days,Schutz gegen schwere Krankheit,4640,2020-02-27,2021-01-27
336 days,Kein Schutz,158192,2020-02-27,2021-01-28
336 days,Schutz gegen Infektion,34227,2020-02-27,2021-01-28
336 days,Schutz gegen schwere Krankheit,4316,2020-02-27,2021-01-28
337 days,Kein Schutz,157557,2020-02-27,2021-01-29
337 days,Schutz gegen Infektion,34511,2020-02-27,2021-01-29
337 days,Schutz gegen schwere Krankheit,4667,2020-02-27,2021-01-29
338 days,Kein Schutz,156965,2020-02-27,2021-01-30
338 days,Schutz gegen Infektion,34539,2020-02-27,2021-01-30
338 days,Schutz gegen schwere Krankheit,5231,2020-02-27,2021-01-30
339 days,Kein Schutz,156917,2020-02-27,2021-01-31
339 days,Schutz gegen Infektion,34577,2020-02-27,2021-01-31
339 days,Schutz gegen schwere Krankheit,5241,2020-02-27,2021-01-31
340 days,Kein Schutz,156828,2020-02-27,2021-02-01
340 days,Schutz gegen Infektion,34630,2020-02-27,2021-02-01
340 days,Schutz gegen schwere Krankheit,5277,2020-02-27,2021-02-01
341 days,Kein Schutz,156684,2020-02-27,2021-02-02
341 days,Schutz gegen Infektion,35140,2020-02-27,2021-02-02
341 days,Schutz gegen schwere Krankheit,4911,2020-02-27,2021-02-02
342 days,Kein Schutz,156594,2020-02-27,2021-02-03
342 days,Schutz gegen Infektion,35662,2020-02-27,2021-02-03
342 days,Schutz gegen schwere Krankheit,4479,2020-02-27,2021-02-03
343 days,Kein Schutz,156514,2020-02-27,2021-02-04
343 days,Schutz gegen Infektion,36330,2020-02-27,2021-02-04
343 days,Schutz gegen schwere Krankheit,3891,2020-02-27,2021-02-04
344 days,Kein Schutz,156378,2020-02-27,2021-02-05
344 days,Schutz gegen Infektion,36674,2020-02-27,2021-02-05
344 days,Schutz gegen schwere Krankheit,3683,2020-02-27,2021-02-05
345 days,Kein Schutz,156283,2020-02-27,2021-02-06
345 days,Schutz gegen Infektion,36766,2020-02-27,2021-02-06
345 days,Schutz gegen schwere Krankheit,3686,2020-02-27,2021-02-06
346 days,Kein Schutz,156209,2020-02-27,2021-02-07
346 days,Schutz gegen Infektion,36836,2020-02-27,2021-02-07
346 days,Schutz gegen schwere Krankheit,3690,2020-02-27,2021-02-07
347 days,Kein Schutz,156123,2020-02-27,2021-02-08
347 days,Schutz gegen Infektion,36903,2020-02-27,2021-02-08
347 days,Schutz gegen schwere Krankheit,3709,2020-02-27,2021-02-08
348 days,Kein Schutz,156009,2020-02-27,2021-02-09
348 days,Schutz gegen Infektion,36997,2020-02-27,2021-02-09
348 days,Schutz gegen schwere Krankheit,3729,2020-02-27,2021-02-09
349 days,Kein Schutz,155950,2020-02-27,2021-02-10
349 days,Schutz gegen Infektion,37008,2020-02-27,2021-02-10
349 days,Schutz gegen schwere Krankheit,3777,2020-02-27,2021-02-10
350 days,Kein Schutz,155884,2020-02-27,2021-02-11
